id,name,four_letter,images_fetched
624644,"Percy Hynes White",ENTP,4
60911,"Celal Şengör",ENTP,4
34166,"Wheein (MAMAMOO)",ENTP,4
108583,"Shin Jimin",ENTP,4
33254,"Rogério Skylab",ENTP,4
445,"Steve Wozniak",ENTP,4
11300,"Marquis De Sade",ENTP,4
42420,"Hyunjae (The Boyz)",ENTP,4
34969,"Erwin Schrödinger",ENTP,4
12661,"John Oliver",ENTP,4
997,"Céline Dion",ENTP,3
30061,"Derek Muller (Veritasium)",ENTP,4
2099,"Seth MacFarlane",ENTP,4
48978,"Matthew Perry",ENTP,4
13926,"Jeffrey Dean Morgan",ENTP,4
9227,"Rhett McLaughlin",ENTP,4
47830,"Phoebe Waller-Bridge",ENTP,4
18632,"Trey Parker",ENTP,4
483144,"Walker Scobell",ENTP,4
29416,"Emily Fan (Not Even Emily)",ENTP,4
23350,"Jack Douglass (Jacksfilms)",ENTP,4
63763,"Mark Manson",ENTP,4
42720,"Alexander Pushkin",ENTP,4
147125,"Cemre Demirel",ENTP,4
45151,"Tatá Werneck",ENTP,4
40834,"Nardwuar",ENTP,4
103787,"Paul Wesley",ENTP,4
72649,"Muudea Sedik (twomad)",ENTP,3
11681,"PSY",ENTP,4
6286,"Ada Lovelace",ENTP,4
30285,"Chris Rock",ENTP,3
25838,"Bob Odenkirk",ENTP,4
25107,"Stephen Fry",ENTP,4
30319,"Park Jinyoung (JYP / J. Y. Park)",ENTP,4
47241,"Katherine Fauvre",ENTP,4
35049,"Hypatia",ENTP,4
22592,"Danny DeVito",ENTP,3
36199,"Mark Rober",ENTP,4
11628,"David Foster Wallace",ENTP,4
7175,"Anthony Bourdain",ENTP,4
56513,"Young K (DAY6)",ENTP,4
36362,"Caroline Konstnar",ENTP,4
32508,"Chuck Palahniuk",ENTP,4
146335,"Lee Young-ji",ENTP,4
3097,"Salma Hayek",ENTP,4
3818,"Kate McKinnon",ENTP,4
429804,"Gaon (Xdinary Heroes)",ENTP,4
123580,"Léo Lins",ENTP,4
45154,"Bobby Lee",ENTP,4
465,"Charles Barkley",ENTP,2
2806,"John Cleese",ENTP,4
102866,"Diogo Defante",ENTP,4
147015,"Al-Mutanabbi",ENTP,4
15528,"Neil Patrick Harris",ENTP,3
144397,"JiDion",ENTP,3
37571,"Billie Lourd",ENTP,4
48780,"Miiasaurous",ENTP,4
26412,"CM Punk",ENTP,4
11649,"Bassem Youssef",ENTP,4
21521,"Brandon Rogers",ENTP,3
20444,"Raul Seixas",ENTP,4
4156,"Nicolaus Copernicus",ENTP,4
10500,"Jordan Peele",ENTP,4
10297,"Max Stanley (Maxmoefoe)",ENTP,4
4771,"Chael Sonnen",ENTP,4
197618,"Lee Do-hyun",ENTP,3
30514,"John von Neumann",ENTP,4
964,"Amy Poehler",ENTP,4
11708,"David Harbour",ENTP,3
80930,"Anthony Potero (Anthpo)",ENTP,4
145364,"Emma Langevin",ENTP,4
2706,"Bill Hicks",ENTP,4
33992,"Justin Roiland",ENTP,4
62920,"Armie Hammer",ENTP,4
11720,"Danny Elfman",ENTP,4
34145,"Matheus Canella",ENTP,3
11710,"Ennio Morricone",ENTP,4
1080,"Zach Galifianakis",ENTP,4
3014,"Jon Stewart",ENTP,4
326125,"Gaspi",ENTP,4
137851,"Çağrı Mert Bakırcı",ENTP,4
519511,"Seunghan (RIIZE)",ENTP,3
170959,"Ethan Becker",ENTP,4
267224,"Barry Keoghan",ENTP,4
3149,"Craig Ferguson",ENTP,4
71464,"Yeeun (EL7Z UP)",ENTP,3
408722,"Slava KPSS",ENTP,4
119019,"The Rock",ENTP,4
82640,"Paolo Bonolis",ENTP,4
5533,"Emma Thompson",ENTP,4
2962,"Sarah Silverman",ENTP,4
104953,"Aykut Elmas",ENTP,4
57894,"Shädman",ENTP,4
75462,"Brian Limond (Limmy)",ENTP,4
81400,"Michael Messineo (Mike's Mic)",ENTP,3
3067,"Hugh Grant",ENTP,4
143629,"Adrián Nario "El Bananero"",ENTP,3
40823,"Andrew Schulz",ENTP,4
27743,"Karl Lagerfeld",ENTP,3
144903,"Besim Tibuk",ENTP,3
19619,"Camille Paglia",ENTP,4
441235,"Sam Bankman-Fried",ENTP,4
53988,"Dinho (Mamonas Assassinas)",ENTP,3
4537,"Omar Khayyam",ENTP,4
14547,"Natasha Lyonne",ENTP,4
11427,"Jean-Luc Godard",ENTP,4
16124,"Rainn Wilson",ENTP,4
34319,"Frank Abagnale",ENTP,3
33303,"Darren Criss",ENTP,4
76774,"Jose Luis Crespo (Quantum Fracture)",ENTP,4
32104,"Steven Pinker",ENTP,4
3383,"Douglas Adams",ENTP,4
18590,"Ong Seongwoo",ENTP,2
72644,"Kim Sihyeon (EVERGLOW)",ENTP,3
138429,"Tolga Çevik",ENTP,4
21657,"Mahmoud Ahmadinejad",ENTP,4
55630,"Okan Bayülgen",ENTP,4
38771,"Joan Rivers",ENTP,4
104355,"Alexa Chung",ENTP,4
3096,"Federico Fellini",ENTP,4
11758,"Alexander Skarsgård",ENTP,4
40016,"John Kricfalusi",ENTP,4
334876,"Brennan Lee Mulligan",ENTP,4
72075,"Ray Dalio",ENTP,4
88550,"I did a thing",ENTP,4
63536,"Devon Bostick",ENTP,4
164364,"Ahmed Helmy",ENTP,4
6217,"Josh Peck",ENTP,4
50182,"Bret Easton Ellis",ENTP,4
5211,"Morgan",ENTP,3
314518,"Noize MC",ENTP,3
40044,"Matt Groening",ENTP,4
16261,"Jon Hamm",ENTP,4
25899,"Peter Dinklage",ENTP,4
66878,"Hero Fiennes-Tiffin",ENTP,4
282652,"Danila Poperechnyy",ENTP,4
6313,"Miguel de Cervantes",ENTP,4
21284,"Ken Jeong",ENTP,4
83959,"Kieran Culkin",ENTP,4
156628,"Damien Haas (Smosh)",ENTP,4
115484,"Emrah Safa Gürkan",ENTP,4
74404,"Dylan Wang",ENTP,3
52020,"Golshifteh Farahani",ENTP,4
180841,"Nicolas Cantu (Junky Janker)",ENTP,4
8721,"Chris Jericho",ENTP,4
60316,"Katie McGrath",ENTP,3
77748,"Joe Burrow",ENTP,4
27522,"Terry Gilliam",ENTP,4
43014,"Noah Schnapp",ESFJ,4
155318,"Olivia Rodrigo",ESFJ,4
4246,"J-Hope (BTS)",ESFJ,4
12940,"Rosé (BLACKPINK)",ESFJ,4
2304,"Joe Biden",ESFJ,4
20602,"Kim Dahyun (TWICE)",ESFJ,3
24923,"Mark Lee (NCT)",ESFJ,4
8971,"Millie Bobby Brown",ESFJ,4
120232,"Karina (aespa)",ESFJ,4
923,"Chris Evans",ESFJ,4
9123,"Emilia Clarke",ESFJ,3
998,"Mariah Carey",ESFJ,4
1372,"Jimmy Fallon",ESFJ,4
10133,"Gigi Hadid",ESFJ,3
988,"Anne Hathaway",ESFJ,4
9259,"Margot Robbie",ESFJ,4
10255,"Wendy (Red Velvet)",ESFJ,3
24925,"Jungwoo (NCT)",ESFJ,4
980,"Jennifer Aniston",ESFJ,4
26716,"Miyeon, (G)I-DLE",ESFJ,4
4310,"John Cena",ESFJ,4
24973,"Mingyu (SEVENTEEN)",ESFJ,4
47,"LeBron James",ESFJ,4
42218,"Emily Sim (Emirichu)",ESFJ,4
23917,"Tiffany Young (SNSD)",ESFJ,4
24975,"Seungkwan (SEVENTEEN)",ESFJ,4
10136,"Hailey Bieber",ESFJ,4
20613,"Haseul (ARTMS)",ESFJ,3
25330,"Emma Roberts",ESFJ,4
8620,"Jennifer Lopez",ESFJ,4
1028,"Gwyneth Paltrow",ESFJ,4
23551,"Sofía Vergara",ESFJ,4
22239,"Minho (SHINee)",ESFJ,4
43381,"Felipe Castanhari (Canal Nostalgia)",ESFJ,3
31944,"JiU (DREAMCATCHER)",ESFJ,4
21187,"Terry Crews",ESFJ,4
217626,"Triz Pariz",ESFJ,4
9741,"John Wayne Gacy",ESFJ,4
19925,"Steve Harvey",ESFJ,4
195196,"Shotaro (RIIZE)",ESFJ,4
438328,"Naiara Azevedo",ESFJ,4
355742,"Huening Bahiyyih (Kep1er)",ESFJ,4
10333,"Yoo Kihyun (MONSTA X)",ESFJ,4
62862,"Simone Biles",ESFJ,4
993,"Vin Diesel",ESFJ,4
49596,"Sangyeon (The Boyz)",ESFJ,4
31981,"Wendy Williams",ESFJ,4
25880,"Adriana Lima",ESFJ,4
20194,"Grace Kelly, Princess of Monaco",ESFJ,4
221080,"Tadeu Schmidt",ESFJ,3
1607,"Tyra Banks",ESFJ,3
89555,"Beatrice Chestnut",ESFJ,4
999,"Whitney Houston",ESFJ,4
30254,"Chayanne",ESFJ,4
30057,"Dave Rubin",ESFJ,3
3861,"Daisy Ridley",ESFJ,3
73354,"Rowoon (SF9)",ESFJ,4
96183,"Meral Akşener",ESFJ,4
18592,"Lee Daehwi (AB6IX)",ESFJ,4
29906,"Joseph Haydn",ESFJ,4
18643,"Choi Si-won (Super Junior)",ESFJ,4
197671,"Georgina Rodriguez",ESFJ,4
454821,"Kyujin (NMIXX)",ESFJ,3
119528,"Tiago Abravanel",ESFJ,4
34925,"Sorn (CLC)",ESFJ,4
76145,"Sergio "Kun" Agüero",ESFJ,4
43537,"Larissa Manoela",ESFJ,4
129791,"Hande Erçel",ESFJ,4
13924,"Jessica Alba",ESFJ,4
217179,"Isa (STAYC)",ESFJ,4
175609,"Dianna Agron",ESFJ,4
31323,"Chrissy Teigen",ESFJ,4
136914,"Ece Üner",ESFJ,4
10290,"Sarah Palin",ESFJ,4
142048,"Aitana",ESFJ,4
40688,"Fausto "Faustão" da Silva",ESFJ,4
237257,"Mehmet Dural (Rehber Matematik)",ESFJ,4
42886,"Butch Hartman",ESFJ,4
102061,"BM (KARD)",ESFJ,3
76,"Gerald Ford",ESFJ,4
73621,"Susan Wojcicki",ESFJ,4
29683,"Penélope Cruz",ESFJ,4
305830,"Jessie Mei Li",ESFJ,3
31772,"Joseph Morgan",ESFJ,4
206669,"Mason Mount",ESFJ,4
49246,"Harland Sanders",ESFJ,3
53931,"Ghislaine Maxwell",ESFJ,4
45098,"Marília Mendonça",ESFJ,4
40348,"Jennifer Garner",ESFJ,4
46220,"Luciano Hang (Véio da Havan/Elder of Havan)",ESFJ,4
142431,"Yoon Jaehyuk (TREASURE)",ESFJ,4
43700,"Satomi Ishihara",ESFJ,3
20633,"Chris Wallace",ESFJ,4
28910,"Georg Friedrich Händel",ESFJ,4
68908,"Bora (Cherry Bullet)",ESFJ,3
13535,"Ivete Sangalo",ESFJ,4
406618,"Ariadna Cabero Lemus (Ariann Music)",ESFJ,4
20286,"Bryce Dallas Howard",ESFJ,3
428072,"Taz Skylar",ESFJ,4
18642,"Leeteuk (Super Junior)",ESFJ,4
62867,"Shawn Johnson",ESFJ,4
72062,"Lee Saerom (fromis_9)",ESFJ,3
227782,"Angelababy (Yeung Wing)",ESFJ,3
286321,"Rogério Vilela",ESFJ,4
62133,"Anahí",ESFJ,3
106798,"Beyazıt Öztürk (Beyaz)",ESFJ,4
331934,"Memo Aponte",ESFJ,4
166774,"Colleen Hoover",ESFJ,4
48756,"Rodrigo Faro",ESFJ,3
116207,"Burak Özdemir (CZN Burak)",ESFJ,3
235109,"Jenni Rivera",ESFJ,4
4350,"Hulk Hogan",ESFJ,4
34259,"Laura Marano",ESFJ,4
500948,"Darwin Núñez",ESFJ,4
30102,"Hyojung (OH MY GIRL)",ESFJ,4
222129,"Julie Bowen",ESFJ,4
202313,"Álvaro Soler",ESFJ,4
975185,"Key Alves (BBB23)",ESFJ,4
261953,"Abdelmadjid Tebboune",ESFJ,3
16951,"Melissa Benoist",ESFJ,4
322,"William McKinley",ESFJ,3
47811,"Ana Maria Braga",ESFJ,4
9230,"Gerry Scotti (Virginio Scotti)",ESFJ,4
131769,"Hyeri (Girl's Day)",ESFJ,3
119564,"Bomi (Apink)",ESFJ,4
13922,"Catherine Zeta-Jones",ESFJ,4
20290,"Idina Menzel",ESFJ,3
48301,"Sabrina Sato",ESFJ,4
157049,"Amadeus",ESFJ,2
987,"Barbara Walters",ESFJ,4
2186,"Marco Rubio",ESFJ,4
77797,"Roksana Węgiel",ESFJ,3
73986,"Amir Hossein Arman",ESFJ,4
62871,"McKayla Maroney",ESFJ,4
35111,"Nancy (MOMOLAND)",ESFJ,4
132038,"Giorgio Chiellini",ESFJ,4
31770,"Laura Pausini",ESFJ,4
41006,"Naomi Scott",ESFJ,4
32735,"Tite",ESFJ,4
28480,"Thalía",ESFJ,4
427516,"Neslihan Atagül",ESFJ,4
116011,"Fahrettin Koca",ESFJ,2
14723,"Daniel Cormier",ESFJ,4
152862,"Hanbin (TEMPEST)",ESFJ,4
101867,"Lana Parrilla",ESFJ,4
19315,"Shay Mitchell",ESFJ,3
126010,"Charles Melton",ESFJ,4
230711,"Tom Daley",ESFJ,4
120483,"Hiro Mashima",ESFJ,4
48640,"Laura Bailey",ESFJ,4
15772,"Holly Willoughby",ESFJ,4
113737,"Nicole Bahls",ESFJ,3
427963,"Suhyeon (Billlie)",ESFJ,4
200655,"Yoojung (OnlyOneOf)",ESFJ,4
23487,"Anni-Frid Lyngstad",ESFJ,3
48725,"Mauricio de Sousa",ESFJ,4
332,"Franklin Pierce",ESFJ,4
10146,"Drew Brees",ESFJ,4
49946,"Hebe Camargo",ESFJ,4
11933,"Myra Hindley",ESFJ,4
179633,"Flordelis",ESFJ,4
28413,"Ashley (Ladies' Code)",ESFJ,3
31828,"LUNA",ESFJ,1
71465,"Priscilla (ex Alcântara)",ESFJ,3
40691,"Eliana Bezerra (SBT)",ESFJ,4
95983,"Ivy Moraes",ESFJ,3
106791,"Eunkwang (BTOB)",ESFJ,4
464410,"Juria (XG)",ESFJ,3
64348,"Killa Hakan",ESFJ,4
20274,"Mirai Shida",ESFJ,4
366249,"Rebeca Andrade",ESFJ,4
315888,"Hayley Orrantia",ESFJ,4
16713,"Lana Condor",ESFJ,4
22612,"Sarah Jessica Parker",ESFJ,4
30432,"Kate Hudson",ESFJ,4
30490,"Alyson Hannigan",ESFJ,4
163117,"Francisco Saavedra",ESFJ,4
200366,"Madison Cawthorn",ESFJ,4
161088,"Jaehee (Weeekly)",ESFJ,4
456370,"Chanel",ESFJ,4
47807,"Grazi Massafera",ESFJ,4
47160,"Shannon Sharpe",ESFJ,4
53979,"Elize Matsunaga",ESFJ,4
45101,"Luan Santana",ESFJ,4
48431,"Angela Kinsey",ESFJ,4
58424,"Eva Longoria",ESFJ,4
55315,"John Quiñones",ESFJ,4
20311,"Doutzen Kroes",ESFJ,4
21095,"Olivia Newton-John",ESFJ,4
43534,"Claudia Leitte",ESFJ,4
288470,"Wanessa Camargo",ESFJ,3
35559,"Claudio Bravo",ESFJ,4
313638,"Aka7ven (Luca Marzano)",ESFJ,3
53317,"Lena Meyer-Landrut",ESFJ,4
163907,"Nikolay Baskov",ESFJ,4
22605,"Kathy Bates",ESFJ,4
242292,"Piper Rockelle",ESFJ,4
33241,"Meghan McCain",ESFJ,4
400155,"Raimondo Todaro",ESFJ,4
2747,"Katie Couric",ESFJ,4
44,"Cristiano Ronaldo",ESFP,4
12938,"Lisa (BLACKPINK)",ESFP,4
20609,"Nayeon (TWICE)",ESFP,3
24972,"DK (SEVENTEEN)",ESFP,4
24807,"Wonyoung (IVE)",ESFP,3
1006,"Leonardo DiCaprio",ESFP,4
5669,"Wolfgang Amadeus Mozart",ESFP,4
220296,"Damiano David",ESFP,4
11744,"Mads Mikkelsen",ESFP,4
7389,"Shakira",ESFP,4
312,"John F. Kennedy",ESFP,4
8917,"Baekhyun (EXO)",ESFP,3
14348,"Anitta",ESFP,4
8828,"Neymar Jr",ESFP,4
24931,"Haechan (NCT)",ESFP,4
31877,"Mingi (ATEEZ)",ESFP,4
10256,"Joy (Red Velvet)",ESFP,4
25500,"Florence Pugh",ESFP,4
26811,"Shin Yuna (ITZY)",ESFP,4
33501,"Jessi",ESFP,4
4975,"Pablo Picasso",ESFP,3
217087,"Karol Conká",ESFP,3
529167,"Hyein (NewJeans)",ESFP,3
18599,"S.Coups (SEVENTEEN)",ESFP,3
17967,"Prince Harry, Duke of Sussex",ESFP,4
2957,"Muhammad Ali",ESFP,4
74,"Ronald Reagan",ESFP,4
72,"Bill Clinton",ESFP,4
284478,"Victoria De Angelis",ESFP,4
31885,"Wooyoung (ATEEZ)",ESFP,4
11989,"HyunA",ESFP,4
195616,"MC Poze Do Rodo",ESFP,3
404852,"Mia Khalifa (Mia Callista)",ESFP,3
6160,"Lilly Singh (¡¡Superwoman¡¡)",ESFP,4
99363,"MORGENSHTERN",ESFP,4
8618,"Kevin Hart",ESFP,4
29637,"Berkcan Güven",ESFP,4
3128,"Amy Schumer",ESFP,4
1052,"Drew Barrymore",ESFP,4
127152,"Fedez",ESFP,4
19312,"Nina Dobrev",ESFP,4
31955,"SuA (DREAMCATCHER)",ESFP,4
65723,"Jojo Todynho",ESFP,4
11033,"James Franco",ESFP,4
21389,"Bobby (iKON)",ESFP,4
127219,"Joshua Bassett",ESFP,4
686,"Jimmy Kimmel",ESFP,3
9051,"James Corden",ESFP,4
472,"Lindsay Lohan",ESFP,4
33143,"Bella Thorne",ESFP,4
26327,"Paulo Coelho",ESFP,4
96848,"Julia Fox",ESFP,4
7495,"Aileen Wuornos",ESFP,4
55682,"Aziz "Zyzz" Shavershian",ESFP,3
24812,"Choi Yena",ESFP,4
273426,"Instasamka",ESFP,3
10627,"Ronaldinho",ESFP,4
464,"Shaquille “Shaq” O'Neal",ESFP,4
73743,"Gabriele D'Annunzio",ESFP,4
195813,"Camilo",ESFP,4
58620,"Elizabeth Taylor",ESFP,3
28868,"Luis Miguel",ESFP,4
27169,"Aaron Paul",ESFP,4
19098,"Barbara Palvin",ESFP,4
28678,"Choi Sooyoung (SNSD)",ESFP,4
192064,"Faraón Love Shady",ESFP,4
303979,"Mc Hariel",ESFP,3
16732,"Noah Centineo",ESFP,4
428555,"Tsuki (Billlie)",ESFP,4
989,"Vanessa Hudgens",ESFP,4
66595,"EDP445",ESFP,4
14118,"Whindersson Nunes",ESFP,4
40692,"Pabllo Vittar",ESFP,4
143749,"Kim Tae-ri",ESFP,4
989495,"Bruna Griphao",ESFP,4
1058324,"MC Pipokinha",ESFP,4
102807,"Alia Bhatt",ESFP,4
94262,"Mata",ESFP,2
13543,"Joey "CoCo" Diaz",ESFP,4
196935,"Courtney Adanna (courtreezy)",ESFP,3
261323,"Dayane Mello",ESFP,4
90984,"Moonbin (ASTRO)",ESFP,4
9648,"Tonya Harding",ESFP,4
4774,"Floyd Mayweather Jr.",ESFP,4
454820,"Jiwoo (NMIXX)",ESFP,4
23161,"Ross Lynch",ESFP,4
9957,"Evgenia Medvedeva",ESFP,4
72064,"Park Jiwon (fromis_9)",ESFP,4
61824,"J Balvin",ESFP,4
36795,"Lele Pons",ESFP,4
129,"Jamie Foxx",ESFP,4
264390,"Young Leosia",ESFP,4
32203,"Magda Gessler",ESFP,4
95567,"Brent Rivera",ESFP,4
20443,"Cazuza",ESFP,3
53496,"MC Mirella",ESFP,4
206667,"Jack Grealish",ESFP,4
8480,"Hugh Hefner",ESFP,4
45155,"Michael B. Jordan",ESFP,4
391,"Serena Williams",ESFP,4
50585,"Brittany Murphy",ESFP,4
147389,"Marjorie Taylor Greene",ESFP,4
36535,"Courtney Miller (Smosh)",ESFP,4
72397,"Wang Yiren (EVERGLOW)",ESFP,4
1009,"Cameron Diaz",ESFP,4
40687,"Xuxa Meneghel",ESFP,4
74088,"Chlöe",ESFP,4
36639,"Drake Bell",ESFP,4
9861,"Guy Fieri",ESFP,3
237635,"Mángel Caravantes (Sailorfag)",ESFP,4
203196,"Egor Kreed",ESFP,3
198883,"Lali Espósito",ESFP,3
44673,"Tom Ellis",ESFP,4
156930,"Omar Rudberg",ESFP,4
84312,"Travis Kelce",ESFP,4
135931,"Philipp Kirkorov",ESFP,4
58286,"Danna Paola",ESFP,4
8730,"Russell Westbrook",ESFP,4
102805,"Vinícius Jr",ESFP,4
19056,"Tim Maia",ESFP,4
19010,"Kino (PENTAGON)",ESFP,4
35560,"Luis Suárez",ESFP,4
26388,"Park Jeongwoo (TREASURE)",ESFP,3
45412,"Son Dongpyo (MIRAE)",ESFP,4
49,"Earvin “Magic” Johnson",ESFP,4
72404,"JAMIE (Jimin Park)",ESFP,4
6614,"Shawn Michaels",ESFP,4
63643,"Ana Clara Lima (BBB18)",ESFP,4
35281,"Maluma",ESFP,4
35044,"Chris Cuomo",ESFP,4
18313,"Tyson Fury",ESFP,4
6477,"Jamie Oliver",ESFP,4
76616,"Choi Yoojung (Weki Meki)",ESFP,4
95982,"Daniel Lenhardt",ESFP,4
136917,"Berat Albayrak",ESFP,4
2787,"Richard Branson",ESFP,3
43379,"Júlio Cocielo",ESFP,3
109017,"Machaizelli (MacDoesIt)",ESFP,4
34493,"Rebel Wilson",ESFP,4
131783,"Cha Woongki",ESFP,4
49434,"Princess Margaret, Countess of Snowdon",ESFP,3
33945,"Luciano Pavarotti",ESFP,4
74163,"Glória Groove",ESFP,4
22048,"Draymond Green",ESFP,4
60721,"Úrsula Corberó",ESFP,4
199348,"Leia (BLACKSWAN)",ESFP,4
34006,"Kim Petras",ESFP,3
756351,"Gemini Norawit Titicharoenrak",ESFP,4
25380,"Seunghee (OH MY GIRL)",ESFP,4
66072,"Hiro Shimono",ESFP,4
19924,"Bill Cosby",ESFP,4
11926,"Anna Nicole Smith",ESFP,4
72647,"Lee Mijoo (Lovelyz)",ESFP,4
187823,"Lee Hyori",ESFP,4
49424,"MC Melody",ESFP,3
396197,"Ariana Greenblatt",ESFP,4
111562,"Lee Jae-wook",ESFP,4
45122,"Ludmilla",ESFP,3
40534,"John Wilkes Booth",ESFP,4
152883,"Taki (&Team)",ESFP,4
62139,"Karol G",ESFP,4
90241,"Cyril Hanouna",ESFP,4
15716,"Ricky Martin",ESFP,4
160368,"Abdulaziz Bakr (The Saudi Reporters)",ESFP,4
444735,"KERKIKERK",ESFP,3
37913,"Gabriel Iglesias",ESFP,4
48646,"Marisha Ray",ESFP,4
568123,"Rodrigo de Paul",ESFP,3
109226,"Alena Kostornaia",ESFP,4
352063,"BLANCO (Riccardo Fabbriconi)",ESFP,4
8842,"Chris Farley",ESFP,4
25806,"Channing Tatum",ESFP,4
582034,"Alizade",ESFP,3
46411,"Gretchen Miranda",ESFP,4
131504,"Emily Skinner",ESFP,4
56227,"Bert Kreischer",ESFP,4
251417,"Jake Angeli",ESFP,4
464405,"Chisa (XG)",ESFP,3
40181,"David Guetta",ESFP,4
52424,"Sabina Hidalgo (Now United)",ESFP,3
315985,"Alfredo Adame",ESFP,4
38879,"Paul Pogba",ESFP,4
65573,"Gabriel Barbosa "Gabigol"",ESFP,4
277744,"Matthew Lillard",ESFP,4
822200,"George Santos",ESFP,4
33261,"Deontay Wilder",ESFP,4
71296,"Dayoung (WJSN)",ESFP,3
131823,"Yousef Erakat (fouseyTUBE)",ESFP,4
69942,"Ranveer Singh",ESFP,3
194845,"Madison Bailey",ESFP,4
214541,"Ja Morant",ESFP,4
27853,"Arturo Vidal",ESFP,3
325774,"Elena-Kristina Lebed (Елена-Кристина Лебедь)",ESFP,4
68898,"Seunghun (CIX)",ESFP,3
279526,"Alla Pugacheva",ESFP,4
11216,"Charles Ross (Vlog Creations)",ESFP,3
151411,"Alfred Douglas",ESFP,3
8714,"Ric Flair",ESFP,4
423577,"Virat Kohli",ESFP,4
455533,"Pablo Marçal",ESFP,4
4683,"Gordon Ramsay",ESTJ,4
588,"Emma Watson",ESTJ,3
26713,"Soyeon, (G)I-DLE",ESTJ,4
20603,"Park Jihyo (TWICE)",ESTJ,4
7523,"Recep Tayyip Erdoğan",ESTJ,4
6654,"Michelle Obama",ESTJ,4
25382,"Doyoung (NCT)",ESTJ,3
2062,"Judge Judy",ESTJ,4
529168,"Minji (NewJeans)",ESTJ,4
2063,"Phil McGraw (Dr. Phil)",ESTJ,4
20617,"Kim Lip (ARTMS)",ESTJ,4
42,"Tom Brady",ESTJ,4
6764,"Ali Khamenei",ESTJ,4
24977,"Dino (SEVENTEEN)",ESTJ,4
28680,"Jessica Jung",ESTJ,3
2185,"Ted Cruz",ESTJ,4
259410,"Andrew Huberman",ESTJ,1
425663,"Haewon (NMIXX)",ESTJ,4
64091,"Mansur Yavaş",ESTJ,4
419926,"Kooleen",ESTJ,3
2488,"Uma Thurman",ESTJ,4
5618,"Chris Hansen",ESTJ,4
14864,"Abby Lee Miller",ESTJ,3
32158,"Piers Morgan",ESTJ,4
17680,"Érick Jacquin",ESTJ,4
10131,"Alec Baldwin",ESTJ,4
314,"Harry S. Truman",ESTJ,4
385078,"Kim Dayeon (Kep1er)",ESTJ,3
142429,"Jihoon (TREASURE)",ESTJ,3
37550,"Devin James Stone (LegalEagle)",ESTJ,4
299371,"Fernanda Concon",ESTJ,3
35838,"Luciano Huck",ESTJ,3
2723,"Kevin O'Leary",ESTJ,4
34267,"Berlin Edmond (Berleezy)",ESTJ,4
2225,"Heidi Klum",ESTJ,3
12476,"Priyanka Chopra Jonas",ESTJ,4
18588,"Hwang Minhyun (NU'EST)",ESTJ,4
217180,"Sieun (STAYC)",ESTJ,4
35431,"Ron DeSantis",ESTJ,4
35058,"Alex Ferguson",ESTJ,3
36574,"Mary Elizabeth Winstead",ESTJ,4
136923,"Lee Junho (2PM)",ESTJ,3
22500,"Jamie Lee Curtis",ESTJ,4
29972,"Ana María Polo",ESTJ,4
985,"Larry King",ESTJ,4
98731,"Tiffany Pollard",ESTJ,4
11584,"Ana Kasparian",ESTJ,3
152861,"K (&Team)",ESTJ,4
82759,"Kaitlin Bennett",ESTJ,4
70758,"Najwa Shihab",ESTJ,3
100540,"Atila Iamarino (Nerdologia)",ESTJ,4
72942,"Virgil van Dijk",ESTJ,4
9673,"John Wayne",ESTJ,4
11964,"Bette Davis",ESTJ,4
10151,"Bill O'Reilly",ESTJ,4
17927,"Megyn Kelly",ESTJ,4
49116,"Courteney Cox",ESTJ,4
44046,"Joe Bastianich",ESTJ,4
136652,"Ceren Sungur",ESTJ,4
14948,"Ann Coulter",ESTJ,4
29605,"Melinda Gates",ESTJ,3
830134,"Park Hanbin (EVNNE)",ESTJ,4
509200,"Eslen Delanogare",ESTJ,4
153275,"Dave Ramsey",ESTJ,4
2224,"Cindy Crawford",ESTJ,4
34022,"Lucy Liu",ESTJ,3
33149,"Kellyanne Conway",ESTJ,4
67505,"Jorge Jesus",ESTJ,4
35749,"Jimmy Butler",ESTJ,4
33502,"Donald Trump Jr.",ESTJ,3
8825,"Maria Sharapova",ESTJ,4
16350,"El Chapo",ESTJ,4
50518,"Luiz Carlos Alborghetti",ESTJ,4
48442,"'Craque' Neto",ESTJ,4
62758,"Michael Bisping",ESTJ,4
45953,"Martha Stewart",ESTJ,4
14852,"Tomi Lahren",ESTJ,3
158002,"Karol Sevilla",ESTJ,4
19517,"Richard Kuklinski",ESTJ,4
5646,"Lindsey Graham",ESTJ,4
341,"James Monroe",ESTJ,3
43,"Peyton Manning",ESTJ,4
143661,"Mehmet Yalçınkaya",ESTJ,3
33465,"Amy Klobuchar",ESTJ,4
45153,"Ratinho (Little Mouse)",ESTJ,4
11669,"Nikki Haley",ESTJ,4
203086,"Ilya Varlamov",ESTJ,3
9645,"Jenna Moreci",ESTJ,4
72933,"Rachel Sheherazade",ESTJ,4
20559,"Scott Morrison "ScoMo"",ESTJ,3
29507,"Katie Hopkins",ESTJ,4
94879,"Bruno Fernandes",ESTJ,4
15886,"Dean Martin",ESTJ,4
137077,"Süleyman Soylu",ESTJ,4
64615,"Risto Mejide",ESTJ,4
323,"Grover Cleveland",ESTJ,4
207577,"Gabriela Bailas (Física e Afins)",ESTJ,4
27747,"Katherine Heigl",ESTJ,4
8805,"Steve Ballmer",ESTJ,3
49214,"Joan Crawford",ESTJ,4
