id,mbti,input_path,face_path,conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2,split
760,ENFP,ENFP/72250500ef.jpg,ENFP/72250500ef_face.jpg,0.8829118609428406,195,91,419,339,train
761,ENFP,ENFP/7238742411.jpg,ENFP/7238742411_face.jpg,0.9266170859336852,60,26,160,166,test
762,ENFP,ENFP/726e4a557f.jpg,ENFP/726e4a557f_face.jpg,0.891420304775238,59,74,132,172,train
763,ENFP,ENFP/72e5282961.jpg,ENFP/72e5282961_face.jpg,0.9128379225730896,50,58,138,180,train
764,ENFP,ENFP/7302a38d91.jpg,ENFP/7302a38d91_face.jpg,0.8317234516143799,87,62,124,114,train
765,ENFP,ENFP/7305ae9787.jpg,ENFP/7305ae9787_face.jpg,0.8717018961906433,36,72,127,183,train
766,ENFP,ENFP/7361c8cb36.jpg,ENFP/7361c8cb36_face.jpg,0.892173707485199,626,289,1421,1466,train
767,ENFP,ENFP/736a88a626.jpg,ENFP/736a88a626_face.jpg,0.8977998495101929,183,81,319,290,train
768,ENFP,ENFP/73d8dc6d50.jpg,ENFP/73d8dc6d50_face.jpg,0.8909379839897156,90,17,273,241,val
769,ENFP,ENFP/74ea4d3bec.jpg,ENFP/74ea4d3bec_face.jpg,0.9171936511993408,64,28,163,158,train
770,ENFP,ENFP/753d251eee.jpg,ENFP/753d251eee_face.jpg,0.9009251594543456,1142,294,3227,3210,test
771,ENFP,ENFP/75e01bb692.jpg,ENFP/75e01bb692_face.jpg,0.9049251079559326,64,46,171,198,train
772,ENFP,ENFP/761b607670.jpg,ENFP/761b607670_face.jpg,0.8921040892601013,167,133,366,441,train
773,ENFP,ENFP/762e5b93d7.jpg,ENFP/762e5b93d7_face.jpg,0.8424561619758606,53,46,120,129,train
774,ENFP,ENFP/76856d38ec.jpg,ENFP/76856d38ec_face.jpg,0.9141265153884888,84,36,162,136,train
775,ENFP,ENFP/77393071d5.jpg,ENFP/77393071d5_face.jpg,0.8967035412788391,554,445,1412,1700,val
776,ENFP,ENFP/773fd64496.jpg,ENFP/773fd64496_face.jpg,0.8330590724945068,155,34,175,60,train
777,ENFP,ENFP/775d948a1d.jpg,ENFP/775d948a1d_face.jpg,0.9022313952445984,79,42,124,104,train
778,ENFP,ENFP/77bc2ce4ab.jpg,ENFP/77bc2ce4ab_face.jpg,0.9153964519500732,134,70,456,506,train
779,ENFP,ENFP/77f23b03f0.jpg,ENFP/77f23b03f0_face.jpg,0.8932873606681824,54,47,135,163,train
780,ENFP,ENFP/7880c0a569.jpg,ENFP/7880c0a569_face.jpg,0.908026158809662,165,69,390,384,train
781,ENFP,ENFP/78dfe595cc.jpg,ENFP/78dfe595cc_face.jpg,0.8565915822982788,169,226,474,634,train
782,ENFP,ENFP/79b708e20d.jpg,ENFP/79b708e20d_face.jpg,0.904690682888031,87,3,203,155,train
783,ENFP,ENFP/7a16dd6ddb.jpg,ENFP/7a16dd6ddb_face.jpg,0.9269469976425172,237,178,852,1007,train
784,ENFP,ENFP/7a1847d6f0.jpg,ENFP/7a1847d6f0_face.jpg,0.8368113040924072,147,110,252,248,train
785,ENFP,ENFP/7a49e0a4d3.jpg,ENFP/7a49e0a4d3_face.jpg,0.4785039722919464,1330,336,2293,1667,train
786,ENFP,ENFP/7ae744cfd5.jpg,ENFP/7ae744cfd5_face.jpg,0.9199389815330504,45,33,170,202,train
787,ENFP,ENFP/7b088f8fe1.jpg,ENFP/7b088f8fe1_face.jpg,0.8891467452049255,101,51,153,126,train
788,ENFP,ENFP/7b2e440ad2.jpg,ENFP/7b2e440ad2_face.jpg,0.8721091747283936,213,344,745,963,train
789,ENFP,ENFP/7c0a3e7597.jpg,ENFP/7c0a3e7597_face.jpg,0.9032959938049316,99,0,618,731,train
790,ENFP,ENFP/7c10d8614a.jpg,ENFP/7c10d8614a_face.jpg,0.9114810228347778,107,96,291,350,val
791,ENFP,ENFP/7c5954d334.jpg,ENFP/7c5954d334_face.jpg,0.8759459853172302,263,81,391,234,train
792,ENFP,ENFP/7cb3452713.jpg,ENFP/7cb3452713_face.jpg,0.9004928469657898,543,67,786,403,train
793,ENFP,ENFP/7d31068546.jpg,ENFP/7d31068546_face.jpg,0.8921724557876587,36,50,126,155,train
794,ENFP,ENFP/7dd3d74d07.jpg,ENFP/7dd3d74d07_face.jpg,0.8700475692749023,94,26,137,85,train
795,ENFP,ENFP/7e0deaa4c4.jpg,ENFP/7e0deaa4c4_face.jpg,0.8868294954299927,63,65,165,227,val
796,ENFP,ENFP/7e683239d0.jpg,ENFP/7e683239d0_face.jpg,0.8952372670173645,46,26,179,154,train
797,ENFP,ENFP/7ef684b1d9.jpg,ENFP/7ef684b1d9_face.jpg,0.893308699131012,399,142,721,562,train
798,ENFP,ENFP/7f57bf3ada.jpg,ENFP/7f57bf3ada_face.jpg,0.8946197628974915,32,29,166,216,train
799,ENFP,ENFP/803a3f806c.jpg,ENFP/803a3f806c_face.jpg,0.9008165001869202,78,22,148,117,train
800,ENFP,ENFP/80828be2fb.jpg,ENFP/80828be2fb_face.jpg,0.8548507690429688,64,34,178,170,train
801,ENFP,ENFP/80d4afe3b1.jpg,ENFP/80d4afe3b1_face.jpg,0.9000736474990845,75,34,148,135,train
802,ENFP,ENFP/81586f340b.jpg,ENFP/81586f340b_face.jpg,0.8891246318817139,240,30,527,441,train
803,ENFP,ENFP/819fc37af5.jpg,ENFP/819fc37af5_face.jpg,0.8673804402351379,58,72,156,186,train
804,ENFP,ENFP/832f8ef473.jpg,ENFP/832f8ef473_face.jpg,0.8806143403053284,48,51,174,213,test
805,ENFP,ENFP/83695741e4.jpg,ENFP/83695741e4_face.jpg,0.9137489199638368,246,144,479,528,test
806,ENFP,ENFP/839649ad1f.jpg,ENFP/839649ad1f_face.jpg,0.8912555575370789,100,27,164,114,train
807,ENFP,ENFP/83b664a0f2.jpg,ENFP/83b664a0f2_face.jpg,0.8703896999359131,34,58,118,156,train
808,ENFP,ENFP/83bcc7ea03.jpg,ENFP/83bcc7ea03_face.jpg,0.9126259684562684,281,282,577,649,val
809,ENFP,ENFP/8425974c95.jpg,ENFP/8425974c95_face.jpg,0.914766788482666,61,42,134,144,train
810,ENFP,ENFP/8437380067.jpg,ENFP/8437380067_face.jpg,0.8967679738998413,436,87,851,692,train
811,ENFP,ENFP/848f942135.jpg,ENFP/848f942135_face.jpg,0.8992422223091125,217,121,437,423,train
812,ENFP,ENFP/849e7465d3.jpg,ENFP/849e7465d3_face.jpg,0.8682466745376587,375,580,1448,2096,test
813,ENFP,ENFP/854633be07.jpg,ENFP/854633be07_face.jpg,0.9068238735198976,231,152,435,426,train
814,ENFP,ENFP/856569ae90.jpg,ENFP/856569ae90_face.jpg,0.8962171077728271,193,54,299,190,train
815,ENFP,ENFP/85939e2971.jpg,ENFP/85939e2971_face.jpg,0.8771997690200806,633,75,842,347,test
816,ENFP,ENFP/8650ad0743.jpg,ENFP/8650ad0743_face.jpg,0.925391674041748,138,121,417,503,train
817,ENFP,ENFP/8664fb75a1.jpg,ENFP/8664fb75a1_face.jpg,0.8840867877006531,36,43,126,170,train
818,ENFP,ENFP/86e07c3f0d.jpg,ENFP/86e07c3f0d_face.jpg,0.8722697496414185,123,205,824,1143,train
819,ENFP,ENFP/86f7de74c2.jpg,ENFP/86f7de74c2_face.jpg,0.578425943851471,120,66,130,80,train
820,ENFP,ENFP/874e8ead3c.jpg,ENFP/874e8ead3c_face.jpg,0.8507108688354492,4,0,187,258,train
821,ENFP,ENFP/879a29e1c5.jpg,ENFP/879a29e1c5_face.jpg,0.9016071557998656,63,32,156,164,val
822,ENFP,ENFP/886f901320.jpg,ENFP/886f901320_face.jpg,0.8964373469352722,76,129,370,509,test
823,ENFP,ENFP/8a7350d276.jpg,ENFP/8a7350d276_face.jpg,0.866008996963501,81,43,138,124,train
824,ENFP,ENFP/8a80dae3c5.jpg,ENFP/8a80dae3c5_face.jpg,0.8971869945526123,112,178,600,915,train
825,ENFP,ENFP/8a92d3b3e6.jpg,ENFP/8a92d3b3e6_face.jpg,0.9269911646842957,111,110,397,505,train
826,ENFP,ENFP/8a9aa05fb9.jpg,ENFP/8a9aa05fb9_face.jpg,0.9302862882614136,97,42,412,467,train
827,ENFP,ENFP/8aae7dba68.jpg,ENFP/8aae7dba68_face.jpg,0.8767414689064026,65,58,124,125,train
828,ENFP,ENFP/8aeadb0bdc.jpg,ENFP/8aeadb0bdc_face.jpg,0.9144807457923888,56,18,139,141,train
829,ENFP,ENFP/8b67e4a595.jpg,ENFP/8b67e4a595_face.jpg,0.9050596952438354,89,44,187,177,train
830,ENFP,ENFP/8c3d070048.jpg,ENFP/8c3d070048_face.jpg,0.9126030802726746,254,245,646,753,train
831,ENFP,ENFP/8c4c2fa031.jpg,ENFP/8c4c2fa031_face.jpg,0.909137487411499,52,20,157,168,test
832,ENFP,ENFP/8de10224f1.jpg,ENFP/8de10224f1_face.jpg,0.8897533416748047,4,38,92,154,val
833,ENFP,ENFP/8e7fd77981.jpg,ENFP/8e7fd77981_face.jpg,0.8873447775840759,741,805,1210,1425,train
834,ENFP,ENFP/8f32a0c03b.jpg,ENFP/8f32a0c03b_face.jpg,0.901097536087036,59,29,142,137,train
835,ENFP,ENFP/907c814311.jpg,ENFP/907c814311_face.jpg,0.8792100548744202,62,90,114,167,train
836,ENFP,ENFP/90d605e1f4.jpg,ENFP/90d605e1f4_face.jpg,0.8852280974388123,92,49,171,162,test
837,ENFP,ENFP/90f872332b.jpg,ENFP/90f872332b_face.jpg,0.90610533952713,64,37,124,137,train
838,ENFP,ENFP/90fe6c06f3.jpg,ENFP/90fe6c06f3_face.jpg,0.9235118627548218,168,217,662,891,val
839,ENFP,ENFP/9103d835fc.jpg,ENFP/9103d835fc_face.jpg,0.9049928784370422,155,98,371,391,train
840,ENFP,ENFP/91caba5786.jpg,ENFP/91caba5786_face.jpg,0.8860188722610474,108,14,152,75,train
841,ENFP,ENFP/93116cddd7.jpg,ENFP/93116cddd7_face.jpg,0.850112795829773,81,15,104,47,train
842,ENFP,ENFP/93a27a10b6.jpg,ENFP/93a27a10b6_face.jpg,0.8490813374519348,322,349,1496,1993,train
843,ENFP,ENFP/93dbaea72e.jpg,ENFP/93dbaea72e_face.jpg,0.8782101273536682,233,202,384,388,train
844,ENFP,ENFP/94bcac5286.jpg,ENFP/94bcac5286_face.jpg,0.9002485871315002,142,148,383,491,train
845,ENFP,ENFP/95fce02020.jpg,ENFP/95fce02020_face.jpg,0.8340247273445129,132,24,193,92,val
846,ENFP,ENFP/95fd590097.jpg,ENFP/95fd590097_face.jpg,0.8907841444015503,176,471,716,1150,train
847,ENFP,ENFP/95fdc292ab.jpg,ENFP/95fdc292ab_face.jpg,0.902510941028595,47,46,172,220,train
848,ENFP,ENFP/9636ff9004.jpg,ENFP/9636ff9004_face.jpg,0.8766266703605652,54,36,112,117,train
849,ENFP,ENFP/966bba5d9d.jpg,ENFP/966bba5d9d_face.jpg,0.9288974404335022,197,91,429,441,train
850,ENFP,ENFP/96822c8652.jpg,ENFP/96822c8652_face.jpg,0.9048821926116944,627,372,1185,1104,train
851,ENFP,ENFP/9699f15814.jpg,ENFP/9699f15814_face.jpg,0.9207038283348083,107,87,346,412,train
852,ENFP,ENFP/96e50274f7.jpg,ENFP/96e50274f7_face.jpg,0.8881695866584778,67,40,132,118,train
853,ENFP,ENFP/976588bd64.jpg,ENFP/976588bd64_face.jpg,0.8796160221099854,67,36,123,104,train
854,ENFP,ENFP/977f2b72d5.jpg,ENFP/977f2b72d5_face.jpg,0.8810626268386841,333,304,523,601,train
855,ENFP,ENFP/98078e3380.jpg,ENFP/98078e3380_face.jpg,0.9084475040435792,210,201,769,987,train
856,ENFP,ENFP/98a57fb48a.jpg,ENFP/98a57fb48a_face.jpg,0.8472524285316467,82,56,116,106,val
857,ENFP,ENFP/992b4429e9.jpg,ENFP/992b4429e9_face.jpg,0.9015278220176696,250,238,768,945,train
858,ENFP,ENFP/9a0422baad.jpg,ENFP/9a0422baad_face.jpg,0.8954108953475952,70,25,124,98,train
859,ENFP,ENFP/9a2ed4f820.jpg,ENFP/9a2ed4f820_face.jpg,0.908197283744812,62,46,179,205,val
860,ENFP,ENFP/9abb98f6d6.jpg,ENFP/9abb98f6d6_face.jpg,0.8638836145401001,109,88,225,225,train
861,ENFP,ENFP/9afcaa902c.jpg,ENFP/9afcaa902c_face.jpg,0.9308710694313048,36,59,155,218,train
862,ENFP,ENFP/9b1bb5eeba.jpg,ENFP/9b1bb5eeba_face.jpg,0.5274331569671631,127,0,644,742,train
863,ENFP,ENFP/9cd261e994.jpg,ENFP/9cd261e994_face.jpg,0.9146026968955994,26,11,161,199,train
864,ENFP,ENFP/9d28bb5779.jpg,ENFP/9d28bb5779_face.jpg,0.8992133736610413,398,402,1040,1176,train
865,ENFP,ENFP/9e0cdec8af.jpg,ENFP/9e0cdec8af_face.jpg,0.9055971503257751,234,187,389,390,train
866,ENFP,ENFP/9fa436ca58.jpg,ENFP/9fa436ca58_face.jpg,0.9263764023780824,116,0,418,312,train
867,ENFP,ENFP/a04ab32c62.jpg,ENFP/a04ab32c62_face.jpg,0.8959983587265015,644,55,1064,584,train
868,ENFP,ENFP/a1fec298c0.jpg,ENFP/a1fec298c0_face.jpg,0.90311598777771,390,255,786,733,train
869,ENFP,ENFP/a23260f6ff.jpg,ENFP/a23260f6ff_face.jpg,0.9085466861724854,99,57,506,591,train
870,ENFP,ENFP/a24b000fa9.jpg,ENFP/a24b000fa9_face.jpg,0.8919724225997925,153,220,537,660,train
871,ENFP,ENFP/a2976e5eb8.jpg,ENFP/a2976e5eb8_face.jpg,0.8805079460144043,19,0,1376,1897,train
872,ENFP,ENFP/a2efc20964.jpg,ENFP/a2efc20964_face.jpg,0.8700177669525146,537,376,733,661,train
873,ENFP,ENFP/a32281b261.jpg,ENFP/a32281b261_face.jpg,0.8844397068023682,50,39,138,151,train
874,ENFP,ENFP/a3a5ac15f8.jpg,ENFP/a3a5ac15f8_face.jpg,0.8866221308708191,539,419,1178,1375,test
875,ENFP,ENFP/a47a1d57ac.jpg,ENFP/a47a1d57ac_face.jpg,0.8675200343132019,60,56,95,109,val
876,ENFP,ENFP/a4a1f81512.jpg,ENFP/a4a1f81512_face.jpg,0.882766604423523,163,65,331,297,train
877,ENFP,ENFP/a5344a3ed7.jpg,ENFP/a5344a3ed7_face.jpg,0.8966573476791382,281,111,516,447,train
878,ENFP,ENFP/a5414daeec.jpg,ENFP/a5414daeec_face.jpg,0.91392582654953,18,40,166,228,val
879,ENFP,ENFP/a56c753214.jpg,ENFP/a56c753214_face.jpg,0.8713999390602112,129,259,439,630,train
880,ENFP,ENFP/a595c3cd9e.jpg,ENFP/a595c3cd9e_face.jpg,0.9055240154266356,232,181,673,733,train
881,ENFP,ENFP/a5b129198a.jpg,ENFP/a5b129198a_face.jpg,0.9098487496376038,217,137,602,671,train
882,ENFP,ENFP/a746206620.jpg,ENFP/a746206620_face.jpg,0.8491131663322449,430,284,587,492,train
883,ENFP,ENFP/a7f7642a8c.jpg,ENFP/a7f7642a8c_face.jpg,0.8945940136909485,111,21,155,79,train
884,ENFP,ENFP/a87aa741e7.jpg,ENFP/a87aa741e7_face.jpg,0.9024072289466858,77,32,133,107,train
885,ENFP,ENFP/a8d8c12994.jpg,ENFP/a8d8c12994_face.jpg,0.8540878295898438,74,44,117,98,train
886,ENFP,ENFP/a95b543be9.jpg,ENFP/a95b543be9_face.jpg,0.932765245437622,171,171,578,718,train
887,ENFP,ENFP/a970b21797.jpg,ENFP/a970b21797_face.jpg,0.8956014513969421,23,52,138,175,train
888,ENFP,ENFP/a9d9c5cc2a.jpg,ENFP/a9d9c5cc2a_face.jpg,0.9021745324134828,157,255,618,915,val
889,ENFP,ENFP/aaf0db1b4e.jpg,ENFP/aaf0db1b4e_face.jpg,0.8296995162963867,154,82,258,235,train
890,ENFP,ENFP/ab6c765e19.jpg,ENFP/ab6c765e19_face.jpg,0.8691959977149963,182,51,232,118,train
891,ENFP,ENFP/ab9041c96e.jpg,ENFP/ab9041c96e_face.jpg,0.9127671122550964,278,104,595,560,val
892,ENFP,ENFP/ac08acb1d7.jpg,ENFP/ac08acb1d7_face.jpg,0.893022358417511,67,58,121,139,train
893,ENFP,ENFP/ac763a5d15.jpg,ENFP/ac763a5d15_face.jpg,0.9004049301147461,143,213,406,624,train
894,ENFP,ENFP/ac7ce3ecc9.jpg,ENFP/ac7ce3ecc9_face.jpg,0.8903032541275024,335,325,820,1031,test
895,ENFP,ENFP/acaa7fb6ac.jpg,ENFP/acaa7fb6ac_face.jpg,0.9068127274513244,58,8,661,863,train
896,ENFP,ENFP/ad2b958435.jpg,ENFP/ad2b958435_face.jpg,0.910586416721344,247,220,741,928,train
897,ENFP,ENFP/ad94067bb8.jpg,ENFP/ad94067bb8_face.jpg,0.9093921780586244,147,217,593,818,train
898,ENFP,ENFP/ad9fcf7bf2.jpg,ENFP/ad9fcf7bf2_face.jpg,0.8901582360267639,52,37,132,153,test
899,ENFP,ENFP/adabb916d3.jpg,ENFP/adabb916d3_face.jpg,0.8917959332466125,76,54,120,117,train
900,ENFP,ENFP/af35398161.jpg,ENFP/af35398161_face.jpg,0.8951395750045776,152,84,278,234,train
901,ENFP,ENFP/afc9a1867d.jpg,ENFP/afc9a1867d_face.jpg,0.8858046531677246,94,35,171,137,train
902,ENFP,ENFP/afe999009d.jpg,ENFP/afe999009d_face.jpg,0.919502019882202,212,107,519,529,train
903,ENFP,ENFP/b04048100a.jpg,ENFP/b04048100a_face.jpg,0.9142775535583496,37,38,138,184,train
904,ENFP,ENFP/b07e672b03.jpg,ENFP/b07e672b03_face.jpg,0.8547976613044739,132,82,195,177,train
905,ENFP,ENFP/b0ecb4f5fe.jpg,ENFP/b0ecb4f5fe_face.jpg,0.8925249576568604,98,133,296,444,train
906,ENFP,ENFP/b1c37c0657.jpg,ENFP/b1c37c0657_face.jpg,0.9237103462219238,30,72,151,238,test
907,ENFP,ENFP/b1cb104329.jpg,ENFP/b1cb104329_face.jpg,0.898783802986145,57,57,141,163,train
908,ENFP,ENFP/b1cc33c3c1.jpg,ENFP/b1cc33c3c1_face.jpg,0.9203458428382874,638,479,1527,1661,test
909,ENFP,ENFP/b21b743cfa.jpg,ENFP/b21b743cfa_face.jpg,0.9030578136444092,546,145,895,625,test
910,ENFP,ENFP/b24318f852.jpg,ENFP/b24318f852_face.jpg,0.9167534708976746,41,88,323,430,train
911,ENFP,ENFP/b29a4da1e1.jpg,ENFP/b29a4da1e1_face.jpg,0.9173620343208312,513,7,902,464,train
912,ENFP,ENFP/b2f1cd767d.jpg,ENFP/b2f1cd767d_face.jpg,0.9091124534606934,450,413,1057,1259,train
913,ENFP,ENFP/b36a68d7ce.jpg,ENFP/b36a68d7ce_face.jpg,0.9127470254898072,176,219,663,875,train
914,ENFP,ENFP/b3cf6bbb77.jpg,ENFP/b3cf6bbb77_face.jpg,0.9011547565460204,136,180,517,693,train
915,ENFP,ENFP/b40a56e968.jpg,ENFP/b40a56e968_face.jpg,0.8883830904960632,33,96,147,260,train
916,ENFP,ENFP/b5d4d8fbac.jpg,ENFP/b5d4d8fbac_face.jpg,0.912950873374939,224,165,452,481,train
917,ENFP,ENFP/b601286d39.jpg,ENFP/b601286d39_face.jpg,0.881230354309082,216,328,505,676,test
918,ENFP,ENFP/b63afeec5c.jpg,ENFP/b63afeec5c_face.jpg,0.9259088039398192,520,0,945,570,train
919,ENFP,ENFP/b6482729de.jpg,ENFP/b6482729de_face.jpg,0.8807143568992615,220,162,576,640,val
920,ENFP,ENFP/b65ac7a493.jpg,ENFP/b65ac7a493_face.jpg,0.890683650970459,20,1,186,218,train
921,ENFP,ENFP/b8408ee07f.jpg,ENFP/b8408ee07f_face.jpg,0.8535107970237732,162,182,394,490,train
922,ENFP,ENFP/b87a59d20a.jpg,ENFP/b87a59d20a_face.jpg,0.8921759128570557,99,22,196,158,test
923,ENFP,ENFP/b8ffb0fd71.jpg,ENFP/b8ffb0fd71_face.jpg,0.9161725640296936,984,267,1672,1168,train
924,ENFP,ENFP/b91d0b8364.jpg,ENFP/b91d0b8364_face.jpg,0.9019548892974854,346,208,713,657,train
925,ENFP,ENFP/b93745e13a.jpg,ENFP/b93745e13a_face.jpg,0.9035526514053344,64,31,118,114,train
926,ENFP,ENFP/b94958f623.jpg,ENFP/b94958f623_face.jpg,0.8444517254829407,97,67,131,120,test
927,ENFP,ENFP/b95e4aa88c.jpg,ENFP/b95e4aa88c_face.jpg,0.9200923442840576,806,362,1566,1433,train
928,ENFP,ENFP/ba89e468f6.jpg,ENFP/ba89e468f6_face.jpg,0.8815963864326477,96,24,154,104,train
929,ENFP,ENFP/bb09426450.jpg,ENFP/bb09426450_face.jpg,0.9093626737594604,801,468,1459,1391,train
930,ENFP,ENFP/bb9f480630.jpg,ENFP/bb9f480630_face.jpg,0.9157103300094604,715,299,1256,1068,val
931,ENFP,ENFP/bbcce66306.jpg,ENFP/bbcce66306_face.jpg,0.9259496927261353,45,35,161,191,test
932,ENFP,ENFP/bc638e9414.jpg,ENFP/bc638e9414_face.jpg,0.8885983228683472,58,69,119,146,train
933,ENFP,ENFP/bcd35b2c04.jpg,ENFP/bcd35b2c04_face.jpg,0.9025643467903136,490,228,801,655,train
934,ENFP,ENFP/bdf506a4b3.jpg,ENFP/bdf506a4b3_face.jpg,0.8904173970222473,81,35,169,162,train
935,ENFP,ENFP/beced2e2ab.jpg,ENFP/beced2e2ab_face.jpg,0.893044114112854,74,31,162,136,train
936,ENFP,ENFP/bf6ce5df32.jpg,ENFP/bf6ce5df32_face.jpg,0.8894290924072266,72,55,123,123,val
937,ENFP,ENFP/bf87d72bba.jpg,ENFP/bf87d72bba_face.jpg,0.9017477631568908,80,44,168,183,val
938,ENFP,ENFP/c04fb0d968.jpg,ENFP/c04fb0d968_face.jpg,0.9198895692825316,105,43,641,789,test
939,ENFP,ENFP/c0635d2168.jpg,ENFP/c0635d2168_face.jpg,0.8633731603622437,291,152,377,278,val
940,ENFP,ENFP/c115c6a341.jpg,ENFP/c115c6a341_face.jpg,0.9047661423683168,420,124,652,442,train
941,ENFP,ENFP/c138664749.jpg,ENFP/c138664749_face.jpg,0.9099799990653992,37,73,130,200,train
942,ENFP,ENFP/c1772da38b.jpg,ENFP/c1772da38b_face.jpg,0.8791373372077942,130,67,194,164,train
943,ENFP,ENFP/c24d93d309.jpg,ENFP/c24d93d309_face.jpg,0.8995351791381836,930,97,1204,507,test
944,ENFP,ENFP/c26cc05bc2.jpg,ENFP/c26cc05bc2_face.jpg,0.8896740674972534,113,0,215,154,train
945,ENFP,ENFP/c2a8b5eb66.jpg,ENFP/c2a8b5eb66_face.jpg,0.8723100423812866,327,258,756,812,test
946,ENFP,ENFP/c2f3be6fe8.jpg,ENFP/c2f3be6fe8_face.jpg,0.896267831325531,127,13,184,94,train
947,ENFP,ENFP/c2f4f365a3.jpg,ENFP/c2f4f365a3_face.jpg,0.8781186938285828,65,62,151,178,train
948,ENFP,ENFP/c37ad87b27.jpg,ENFP/c37ad87b27_face.jpg,0.8464154601097107,72,48,115,111,train
949,ENFP,ENFP/c510611172.jpg,ENFP/c510611172_face.jpg,0.897468626499176,57,27,138,125,train
950,ENFP,ENFP/c55ab39647.jpg,ENFP/c55ab39647_face.jpg,0.8840988278388977,209,183,811,993,test
951,ENFP,ENFP/c5f323d5ee.jpg,ENFP/c5f323d5ee_face.jpg,0.9108158946037292,101,225,614,963,train
952,ENFP,ENFP/c636b19d11.jpg,ENFP/c636b19d11_face.jpg,0.9088778495788574,63,32,136,133,train
953,ENFP,ENFP/c637dfb418.jpg,ENFP/c637dfb418_face.jpg,0.9054037928581238,48,32,138,154,val
954,ENFP,ENFP/c6d7a68443.jpg,ENFP/c6d7a68443_face.jpg,0.9035249948501588,48,21,172,188,train
955,ENFP,ENFP/c7435f5b35.jpg,ENFP/c7435f5b35_face.jpg,0.8908418416976929,359,177,548,454,train
956,ENFP,ENFP/c744967616.jpg,ENFP/c744967616_face.jpg,0.8995060324668884,430,87,634,372,train
957,ENFP,ENFP/c930c731e4.jpg,ENFP/c930c731e4_face.jpg,0.9188756942749025,83,187,412,652,test
958,ENFP,ENFP/c9aae08196.jpg,ENFP/c9aae08196_face.jpg,0.8931150436401367,45,339,847,1412,train
959,ENFP,ENFP/ca80415111.jpg,ENFP/ca80415111_face.jpg,0.901747703552246,61,39,130,139,train
960,ENFP,ENFP/ca8d3e00c7.jpg,ENFP/ca8d3e00c7_face.jpg,0.9139687418937684,73,180,684,937,train
961,ENFP,ENFP/ca8d81506c.jpg,ENFP/ca8d81506c_face.jpg,0.9192010164260864,75,35,181,185,train
962,ENFP,ENFP/caac5be981.jpg,ENFP/caac5be981_face.jpg,0.9061459302902222,42,50,138,181,val
963,ENFP,ENFP/cb2bf5d62c.jpg,ENFP/cb2bf5d62c_face.jpg,0.8943537473678589,410,251,737,695,train
964,ENFP,ENFP/cbc43d84ef.jpg,ENFP/cbc43d84ef_face.jpg,0.269862025976181,71,47,247,214,train
965,ENFP,ENFP/cbc832f022.jpg,ENFP/cbc832f022_face.jpg,0.912351131439209,145,102,300,328,train
966,ENFP,ENFP/ccaffa30cc.jpg,ENFP/ccaffa30cc_face.jpg,0.90569406747818,78,26,146,120,train
967,ENFP,ENFP/ccb33cc22c.jpg,ENFP/ccb33cc22c_face.jpg,0.9152474403381348,41,56,159,218,train
968,ENFP,ENFP/cd55907873.jpg,ENFP/cd55907873_face.jpg,0.2936670184135437,522,86,951,525,train
969,ENFP,ENFP/cdf7004179.jpg,ENFP/cdf7004179_face.jpg,0.9011772871017456,84,139,283,421,val
970,ENFP,ENFP/ce6f5eafc8.jpg,ENFP/ce6f5eafc8_face.jpg,0.8912971615791321,220,171,455,463,val
971,ENFP,ENFP/cedf4afb7c.jpg,ENFP/cedf4afb7c_face.jpg,0.9058158993721008,179,48,285,205,train
972,ENFP,ENFP/cf0497174c.jpg,ENFP/cf0497174c_face.jpg,0.8881123065948486,88,6,162,109,train
973,ENFP,ENFP/cf0e49cea1.jpg,ENFP/cf0e49cea1_face.jpg,0.936703085899353,176,229,577,773,train
974,ENFP,ENFP/cf994a1e2d.jpg,ENFP/cf994a1e2d_face.jpg,0.8914820551872253,357,329,605,624,train
975,ENFP,ENFP/d0c1efc93d.jpg,ENFP/d0c1efc93d_face.jpg,0.9188381433486938,78,59,182,200,train
976,ENFP,ENFP/d1a760ad3e.jpg,ENFP/d1a760ad3e_face.jpg,0.8982524275779724,117,69,235,249,train
977,ENFP,ENFP/d279bb4fcc.jpg,ENFP/d279bb4fcc_face.jpg,0.8803237080574036,109,28,163,103,train
978,ENFP,ENFP/d2966ef79b.jpg,ENFP/d2966ef79b_face.jpg,0.8993786573410034,29,37,154,236,train
979,ENFP,ENFP/d595b53b3d.jpg,ENFP/d595b53b3d_face.jpg,0.8960782885551453,68,71,139,157,train
980,ENFP,ENFP/d778f3a070.jpg,ENFP/d778f3a070_face.jpg,0.8966501951217651,263,101,694,714,val
981,ENFP,ENFP/d785c4ac22.jpg,ENFP/d785c4ac22_face.jpg,0.8607325553894043,106,312,728,975,train
982,ENFP,ENFP/d9447dd1fa.jpg,ENFP/d9447dd1fa_face.jpg,0.9177393913269044,1054,288,1654,1148,train
983,ENFP,ENFP/d9bbe5bd46.jpg,ENFP/d9bbe5bd46_face.jpg,0.9115200638771056,38,35,136,164,train
984,ENFP,ENFP/d9d524dcb2.jpg,ENFP/d9d524dcb2_face.jpg,0.874583899974823,82,35,120,87,train
985,ENFP,ENFP/d9d53ef8ff.jpg,ENFP/d9d53ef8ff_face.jpg,0.8995986580848694,887,926,1948,2522,train
