id,name,four_letter,images_fetched,split
79896,Gege Akutami,ENTP,4,train
20426,Rita Lee,ENTP,3,train
43886,Yangyang (WayV) (NCT),ENTP,3,train
9691,Josef Mengele,ENTP,4,train
10916,David Tennant,ENTP,4,train
1524,John McAfee,ENTP,4,test
19874,Tucker Carlson,ENTP,4,val
1042,Anna Kendrick,ENTP,4,val
11277,The Zodiac Killer,ENTP,4,train
5992,Shah Rukh Khan,ENTP,4,train
2861,Jürgen Klopp,ENTP,4,val
21545,Alex Hirsch,ENTP,4,train
480,Howard Stern,ENTP,4,train
2705,Sacha Baron Cohen,ENTP,4,train
12439,Paul Rudd,ENTP,4,test
31953,Lee Siyeon (DREAMCATCHER),ENTP,3,test
8918,Chen (EXO),ENTP,4,train
6935,Jeff Goldblum,ENTP,4,train
2055,"Bill Nye The Science Guy""""",ENTP,3,test
10455,Bryan Cranston,ENTP,4,val
8005,Bill Hader,ENTP,4,val
23123,Sam Hyde / Million Dollar Extreme,ENTP,4,train
41461,Cem Yılmaz,ENTP,4,train
27557,Kim Heechul (Super Junior),ENTP,4,train
36316,Robert Sheehan,ENTP,4,train
3163,Bill Maher,ENTP,3,test
624644,Percy Hynes White,ENTP,4,train
60911,Celal Şengör,ENTP,4,train
34166,Wheein (MAMAMOO),ENTP,4,train
108583,Shin Jimin,ENTP,4,train
33254,Rogério Skylab,ENTP,4,train
445,Steve Wozniak,ENTP,4,train
11300,Marquis De Sade,ENTP,4,train
42420,Hyunjae (The Boyz),ENTP,4,val
34969,Erwin Schrödinger,ENTP,4,train
12661,John Oliver,ENTP,4,train
997,Céline Dion,ENTP,3,train
30061,Derek Muller (Veritasium),ENTP,4,train
2099,Seth MacFarlane,ENTP,4,train
48978,Matthew Perry,ENTP,4,train
13926,Jeffrey Dean Morgan,ENTP,4,train
9227,Rhett McLaughlin,ENTP,4,train
47830,Phoebe Waller-Bridge,ENTP,4,train
18632,Trey Parker,ENTP,4,train
483144,Walker Scobell,ENTP,4,train
29416,Emily Fan (Not Even Emily),ENTP,4,train
23350,Jack Douglass (Jacksfilms),ENTP,4,train
63763,Mark Manson,ENTP,4,train
42720,Alexander Pushkin,ENTP,4,test
147125,Cemre Demirel,ENTP,4,val
45151,Tatá Werneck,ENTP,4,train
40834,Nardwuar,ENTP,4,train
103787,Paul Wesley,ENTP,4,train
72649,Muudea Sedik (twomad),ENTP,3,train
11681,PSY,ENTP,4,test
6286,Ada Lovelace,ENTP,4,train
30285,Chris Rock,ENTP,3,train
25838,Bob Odenkirk,ENTP,4,train
25107,Stephen Fry,ENTP,4,train
30319,Park Jinyoung (JYP / J. Y. Park),ENTP,4,train
47241,Katherine Fauvre,ENTP,4,train
35049,Hypatia,ENTP,4,train
22592,Danny DeVito,ENTP,3,train
36199,Mark Rober,ENTP,4,train
11628,David Foster Wallace,ENTP,4,train
7175,Anthony Bourdain,ENTP,4,train
56513,Young K (DAY6),ENTP,4,train
36362,Caroline Konstnar,ENTP,4,train
32508,Chuck Palahniuk,ENTP,4,train
146335,Lee Young-ji,ENTP,4,train
3097,Salma Hayek,ENTP,4,train
3818,Kate McKinnon,ENTP,4,train
429804,Gaon (Xdinary Heroes),ENTP,4,train
123580,Léo Lins,ENTP,4,val
45154,Bobby Lee,ENTP,4,val
465,Charles Barkley,ENTP,2,train
2806,John Cleese,ENTP,4,train
102866,Diogo Defante,ENTP,4,train
147015,Al-Mutanabbi,ENTP,4,train
15528,Neil Patrick Harris,ENTP,3,train
144397,JiDion,ENTP,3,train
37571,Billie Lourd,ENTP,4,train
48780,Miiasaurous,ENTP,4,train
26412,CM Punk,ENTP,4,train
11649,Bassem Youssef,ENTP,4,test
21521,Brandon Rogers,ENTP,3,train
20444,Raul Seixas,ENTP,4,train
4156,Nicolaus Copernicus,ENTP,4,test
10500,Jordan Peele,ENTP,4,train
10297,Max Stanley (Maxmoefoe),ENTP,4,val
4771,Chael Sonnen,ENTP,4,train
197618,Lee Do-hyun,ENTP,3,train
30514,John von Neumann,ENTP,4,val
964,Amy Poehler,ENTP,4,train
11708,David Harbour,ENTP,3,train
80930,Anthony Potero (Anthpo),ENTP,4,train
145364,Emma Langevin,ENTP,4,train
2706,Bill Hicks,ENTP,4,train
33992,Justin Roiland,ENTP,4,train
62920,Armie Hammer,ENTP,4,train
11720,Danny Elfman,ENTP,4,train
34145,Matheus Canella,ENTP,3,train
11710,Ennio Morricone,ENTP,4,train
1080,Zach Galifianakis,ENTP,4,test
3014,Jon Stewart,ENTP,4,test
326125,Gaspi,ENTP,4,train
137851,Çağrı Mert Bakırcı,ENTP,4,train
519511,Seunghan (RIIZE),ENTP,3,train
170959,Ethan Becker,ENTP,4,val
267224,Barry Keoghan,ENTP,4,train
3149,Craig Ferguson,ENTP,4,val
71464,Yeeun (EL7Z UP),ENTP,3,test
408722,Slava KPSS,ENTP,4,train
119019,The Rock,ENTP,4,train
82640,Paolo Bonolis,ENTP,4,train
5533,Emma Thompson,ENTP,4,train
2962,Sarah Silverman,ENTP,4,test
104953,Aykut Elmas,ENTP,4,train
57894,Shädman,ENTP,4,train
75462,Brian Limond (Limmy),ENTP,4,train
81400,Michael Messineo (Mike's Mic),ENTP,3,train
3067,Hugh Grant,ENTP,4,val
143629,"Adrián Nario El Bananero""""",ENTP,3,train
40823,Andrew Schulz,ENTP,4,train
27743,Karl Lagerfeld,ENTP,3,train
144903,Besim Tibuk,ENTP,3,train
19619,Camille Paglia,ENTP,4,train
441235,Sam Bankman-Fried,ENTP,4,train
53988,Dinho (Mamonas Assassinas),ENTP,3,train
4537,Omar Khayyam,ENTP,4,train
14547,Natasha Lyonne,ENTP,4,val
11427,Jean-Luc Godard,ENTP,4,train
16124,Rainn Wilson,ENTP,4,train
34319,Frank Abagnale,ENTP,3,train
33303,Darren Criss,ENTP,4,train
76774,Jose Luis Crespo (Quantum Fracture),ENTP,4,train
32104,Steven Pinker,ENTP,4,train
3383,Douglas Adams,ENTP,4,train
18590,Ong Seongwoo,ENTP,2,train
72644,Kim Sihyeon (EVERGLOW),ENTP,3,train
138429,Tolga Çevik,ENTP,4,train
21657,Mahmoud Ahmadinejad,ENTP,4,train
55630,Okan Bayülgen,ENTP,4,train
38771,Joan Rivers,ENTP,4,val
104355,Alexa Chung,ENTP,4,train
3096,Federico Fellini,ENTP,4,train
11758,Alexander Skarsgård,ENTP,4,train
40016,John Kricfalusi,ENTP,4,train
334876,Brennan Lee Mulligan,ENTP,4,train
72075,Ray Dalio,ENTP,4,test
88550,I did a thing,ENTP,4,train
63536,Devon Bostick,ENTP,4,train
164364,Ahmed Helmy,ENTP,4,train
6217,Josh Peck,ENTP,4,test
50182,Bret Easton Ellis,ENTP,4,train
5211,Morgan,ENTP,3,train
314518,Noize MC,ENTP,3,train
40044,Matt Groening,ENTP,4,train
16261,Jon Hamm,ENTP,4,train
25899,Peter Dinklage,ENTP,4,train
66878,Hero Fiennes-Tiffin,ENTP,4,train
282652,Danila Poperechnyy,ENTP,4,val
6313,Miguel de Cervantes,ENTP,4,val
21284,Ken Jeong,ENTP,4,train
83959,Kieran Culkin,ENTP,4,train
156628,Damien Haas (Smosh),ENTP,4,train
115484,Emrah Safa Gürkan,ENTP,4,train
74404,Dylan Wang,ENTP,3,train
52020,Golshifteh Farahani,ENTP,4,train
180841,Nicolas Cantu (Junky Janker),ENTP,4,train
8721,Chris Jericho,ENTP,4,test
60316,Katie McGrath,ENTP,3,train
77748,Joe Burrow,ENTP,4,train
27522,Terry Gilliam,ENTP,4,test
43014,Noah Schnapp,ESFJ,4,train
155318,Olivia Rodrigo,ESFJ,4,train
4246,J-Hope (BTS),ESFJ,4,train
12940,Rosé (BLACKPINK),ESFJ,4,train
2304,Joe Biden,ESFJ,4,val
20602,Kim Dahyun (TWICE),ESFJ,3,train
24923,Mark Lee (NCT),ESFJ,4,train
8971,Millie Bobby Brown,ESFJ,4,train
120232,Karina (aespa),ESFJ,4,test
923,Chris Evans,ESFJ,4,test
9123,Emilia Clarke,ESFJ,3,train
998,Mariah Carey,ESFJ,4,val
1372,Jimmy Fallon,ESFJ,4,train
10133,Gigi Hadid,ESFJ,3,train
988,Anne Hathaway,ESFJ,4,train
9259,Margot Robbie,ESFJ,4,train
10255,Wendy (Red Velvet),ESFJ,3,train
24925,Jungwoo (NCT),ESFJ,4,train
980,Jennifer Aniston,ESFJ,4,train
26716,"Miyeon, (G)I-DLE",ESFJ,4,train
4310,John Cena,ESFJ,4,train
24973,Mingyu (SEVENTEEN),ESFJ,4,test
47,LeBron James,ESFJ,4,train
42218,Emily Sim (Emirichu),ESFJ,4,train
23917,Tiffany Young (SNSD),ESFJ,4,train
24975,Seungkwan (SEVENTEEN),ESFJ,4,val
10136,Hailey Bieber,ESFJ,4,val
20613,Haseul (ARTMS),ESFJ,3,test
25330,Emma Roberts,ESFJ,4,train
8620,Jennifer Lopez,ESFJ,4,train
1028,Gwyneth Paltrow,ESFJ,4,train
23551,Sofía Vergara,ESFJ,4,train
22239,Minho (SHINee),ESFJ,4,train
43381,Felipe Castanhari (Canal Nostalgia),ESFJ,3,train
31944,JiU (DREAMCATCHER),ESFJ,4,val
21187,Terry Crews,ESFJ,4,val
217626,Triz Pariz,ESFJ,4,train
9741,John Wayne Gacy,ESFJ,4,train
19925,Steve Harvey,ESFJ,4,train
195196,Shotaro (RIIZE),ESFJ,4,train
438328,Naiara Azevedo,ESFJ,4,train
355742,Huening Bahiyyih (Kep1er),ESFJ,4,test
10333,Yoo Kihyun (MONSTA X),ESFJ,4,test
62862,Simone Biles,ESFJ,4,train
993,Vin Diesel,ESFJ,4,train
49596,Sangyeon (The Boyz),ESFJ,4,train
31981,Wendy Williams,ESFJ,4,train
25880,Adriana Lima,ESFJ,4,train
20194,"Grace Kelly, Princess of Monaco",ESFJ,4,train
221080,Tadeu Schmidt,ESFJ,3,train
1607,Tyra Banks,ESFJ,3,test
89555,Beatrice Chestnut,ESFJ,4,val
999,Whitney Houston,ESFJ,4,test
30254,Chayanne,ESFJ,4,train
30057,Dave Rubin,ESFJ,3,train
3861,Daisy Ridley,ESFJ,3,test
73354,Rowoon (SF9),ESFJ,4,train
96183,Meral Akşener,ESFJ,4,train
18592,Lee Daehwi (AB6IX),ESFJ,4,train
29906,Joseph Haydn,ESFJ,4,train
18643,Choi Si-won (Super Junior),ESFJ,4,val
197671,Georgina Rodriguez,ESFJ,4,train
454821,Kyujin (NMIXX),ESFJ,3,train
119528,Tiago Abravanel,ESFJ,4,train
34925,Sorn (CLC),ESFJ,4,train
76145,"Sergio Kun"" Agüero""",ESFJ,4,val
43537,Larissa Manoela,ESFJ,4,train
129791,Hande Erçel,ESFJ,4,train
13924,Jessica Alba,ESFJ,4,test
217179,Isa (STAYC),ESFJ,4,train
175609,Dianna Agron,ESFJ,4,train
31323,Chrissy Teigen,ESFJ,4,val
136914,Ece Üner,ESFJ,4,test
10290,Sarah Palin,ESFJ,4,train
142048,Aitana,ESFJ,4,train
40688,"Fausto Faustão"" da Silva""",ESFJ,4,train
237257,Mehmet Dural (Rehber Matematik),ESFJ,4,train
42886,Butch Hartman,ESFJ,4,train
102061,BM (KARD),ESFJ,3,train
76,Gerald Ford,ESFJ,4,train
73621,Susan Wojcicki,ESFJ,4,test
29683,Penélope Cruz,ESFJ,4,train
305830,Jessie Mei Li,ESFJ,3,train
31772,Joseph Morgan,ESFJ,4,train
206669,Mason Mount,ESFJ,4,train
49246,Harland Sanders,ESFJ,3,val
53931,Ghislaine Maxwell,ESFJ,4,train
45098,Marília Mendonça,ESFJ,4,train
40348,Jennifer Garner,ESFJ,4,train
46220,Luciano Hang (Véio da Havan/Elder of Havan),ESFJ,4,train
142431,Yoon Jaehyuk (TREASURE),ESFJ,4,train
43700,Satomi Ishihara,ESFJ,3,val
20633,Chris Wallace,ESFJ,4,train
28910,Georg Friedrich Händel,ESFJ,4,test
68908,Bora (Cherry Bullet),ESFJ,3,train
13535,Ivete Sangalo,ESFJ,4,train
406618,Ariadna Cabero Lemus (Ariann Music),ESFJ,4,train
20286,Bryce Dallas Howard,ESFJ,3,train
428072,Taz Skylar,ESFJ,4,train
18642,Leeteuk (Super Junior),ESFJ,4,train
62867,Shawn Johnson,ESFJ,4,train
72062,Lee Saerom (fromis_9),ESFJ,3,val
227782,Angelababy (Yeung Wing),ESFJ,3,train
286321,Rogério Vilela,ESFJ,4,train
62133,Anahí,ESFJ,3,train
106798,Beyazıt Öztürk (Beyaz),ESFJ,4,train
331934,Memo Aponte,ESFJ,4,val
166774,Colleen Hoover,ESFJ,4,train
48756,Rodrigo Faro,ESFJ,3,train
116207,Burak Özdemir (CZN Burak),ESFJ,3,train
235109,Jenni Rivera,ESFJ,4,val
4350,Hulk Hogan,ESFJ,4,train
34259,Laura Marano,ESFJ,4,train
500948,Darwin Núñez,ESFJ,4,train
30102,Hyojung (OH MY GIRL),ESFJ,4,train
222129,Julie Bowen,ESFJ,4,train
202313,Álvaro Soler,ESFJ,4,train
975185,Key Alves (BBB23),ESFJ,4,train
261953,Abdelmadjid Tebboune,ESFJ,3,test
16951,Melissa Benoist,ESFJ,4,train
322,William McKinley,ESFJ,3,train
47811,Ana Maria Braga,ESFJ,4,train
9230,Gerry Scotti (Virginio Scotti),ESFJ,4,train
131769,Hyeri (Girl's Day),ESFJ,3,train
119564,Bomi (Apink),ESFJ,4,train
13922,Catherine Zeta-Jones,ESFJ,4,train
20290,Idina Menzel,ESFJ,3,train
48301,Sabrina Sato,ESFJ,4,train
157049,Amadeus,ESFJ,2,train
987,Barbara Walters,ESFJ,4,train
2186,Marco Rubio,ESFJ,4,train
77797,Roksana Węgiel,ESFJ,3,train
73986,Amir Hossein Arman,ESFJ,4,val
62871,McKayla Maroney,ESFJ,4,train
35111,Nancy (MOMOLAND),ESFJ,4,train
132038,Giorgio Chiellini,ESFJ,4,test
31770,Laura Pausini,ESFJ,4,train
41006,Naomi Scott,ESFJ,4,train
32735,Tite,ESFJ,4,train
28480,Thalía,ESFJ,4,train
427516,Neslihan Atagül,ESFJ,4,test
116011,Fahrettin Koca,ESFJ,2,train
14723,Daniel Cormier,ESFJ,4,train
152862,Hanbin (TEMPEST),ESFJ,4,train
101867,Lana Parrilla,ESFJ,4,train
19315,Shay Mitchell,ESFJ,3,train
126010,Charles Melton,ESFJ,4,train
230711,Tom Daley,ESFJ,4,train
120483,Hiro Mashima,ESFJ,4,train
48640,Laura Bailey,ESFJ,4,test
15772,Holly Willoughby,ESFJ,4,train
113737,Nicole Bahls,ESFJ,3,train
427963,Suhyeon (Billlie),ESFJ,4,train
200655,Yoojung (OnlyOneOf),ESFJ,4,train
23487,Anni-Frid Lyngstad,ESFJ,3,train
48725,Mauricio de Sousa,ESFJ,4,test
332,Franklin Pierce,ESFJ,4,train
10146,Drew Brees,ESFJ,4,train
49946,Hebe Camargo,ESFJ,4,train
11933,Myra Hindley,ESFJ,4,train
179633,Flordelis,ESFJ,4,train
28413,Ashley (Ladies' Code),ESFJ,3,train
31828,LUNA,ESFJ,1,train
71465,Priscilla (ex Alcântara),ESFJ,3,train
40691,Eliana Bezerra (SBT),ESFJ,4,train
95983,Ivy Moraes,ESFJ,3,train
106791,Eunkwang (BTOB),ESFJ,4,train
464410,Juria (XG),ESFJ,3,test
64348,Killa Hakan,ESFJ,4,train
20274,Mirai Shida,ESFJ,4,train
366249,Rebeca Andrade,ESFJ,4,train
315888,Hayley Orrantia,ESFJ,4,train
16713,Lana Condor,ESFJ,4,val
22612,Sarah Jessica Parker,ESFJ,4,train
30432,Kate Hudson,ESFJ,4,train
30490,Alyson Hannigan,ESFJ,4,train
163117,Francisco Saavedra,ESFJ,4,train
200366,Madison Cawthorn,ESFJ,4,train
161088,Jaehee (Weeekly),ESFJ,4,train
456370,Chanel,ESFJ,4,train
47807,Grazi Massafera,ESFJ,4,test
47160,Shannon Sharpe,ESFJ,4,train
53979,Elize Matsunaga,ESFJ,4,train
45101,Luan Santana,ESFJ,4,val
48431,Angela Kinsey,ESFJ,4,train
58424,Eva Longoria,ESFJ,4,train
55315,John Quiñones,ESFJ,4,train
20311,Doutzen Kroes,ESFJ,4,train
21095,Olivia Newton-John,ESFJ,4,train
43534,Claudia Leitte,ESFJ,4,train
288470,Wanessa Camargo,ESFJ,3,train
35559,Claudio Bravo,ESFJ,4,train
313638,Aka7ven (Luca Marzano),ESFJ,3,val
53317,Lena Meyer-Landrut,ESFJ,4,train
163907,Nikolay Baskov,ESFJ,4,train
22605,Kathy Bates,ESFJ,4,train
242292,Piper Rockelle,ESFJ,4,val
33241,Meghan McCain,ESFJ,4,train
400155,Raimondo Todaro,ESFJ,4,train
2747,Katie Couric,ESFJ,4,train
44,Cristiano Ronaldo,ESFP,4,train
12938,Lisa (BLACKPINK),ESFP,4,train
20609,Nayeon (TWICE),ESFP,3,train
24972,DK (SEVENTEEN),ESFP,4,train
24807,Wonyoung (IVE),ESFP,3,train
1006,Leonardo DiCaprio,ESFP,4,train
5669,Wolfgang Amadeus Mozart,ESFP,4,train
220296,Damiano David,ESFP,4,train
11744,Mads Mikkelsen,ESFP,4,train
7389,Shakira,ESFP,4,val
312,John F. Kennedy,ESFP,4,train
8917,Baekhyun (EXO),ESFP,3,val
14348,Anitta,ESFP,4,train
8828,Neymar Jr,ESFP,4,val
24931,Haechan (NCT),ESFP,4,train
31877,Mingi (ATEEZ),ESFP,4,train
10256,Joy (Red Velvet),ESFP,4,train
25500,Florence Pugh,ESFP,4,train
26811,Shin Yuna (ITZY),ESFP,4,train
33501,Jessi,ESFP,4,train
4975,Pablo Picasso,ESFP,3,train
217087,Karol Conká,ESFP,3,train
529167,Hyein (NewJeans),ESFP,3,train
18599,S.Coups (SEVENTEEN),ESFP,3,train
17967,"Prince Harry, Duke of Sussex",ESFP,4,train
2957,Muhammad Ali,ESFP,4,train
74,Ronald Reagan,ESFP,4,test
72,Bill Clinton,ESFP,4,train
284478,Victoria De Angelis,ESFP,4,train
31885,Wooyoung (ATEEZ),ESFP,4,train
11989,HyunA,ESFP,4,train
195616,MC Poze Do Rodo,ESFP,3,val
404852,Mia Khalifa (Mia Callista),ESFP,3,train
6160,Lilly Singh (¡¡Superwoman¡¡),ESFP,4,train
99363,MORGENSHTERN,ESFP,4,train
8618,Kevin Hart,ESFP,4,train
29637,Berkcan Güven,ESFP,4,test
3128,Amy Schumer,ESFP,4,test
1052,Drew Barrymore,ESFP,4,test
127152,Fedez,ESFP,4,test
19312,Nina Dobrev,ESFP,4,train
31955,SuA (DREAMCATCHER),ESFP,4,train
65723,Jojo Todynho,ESFP,4,train
11033,James Franco,ESFP,4,val
21389,Bobby (iKON),ESFP,4,train
127219,Joshua Bassett,ESFP,4,train
686,Jimmy Kimmel,ESFP,3,train
9051,James Corden,ESFP,4,train
472,Lindsay Lohan,ESFP,4,val
33143,Bella Thorne,ESFP,4,train
26327,Paulo Coelho,ESFP,4,train
96848,Julia Fox,ESFP,4,train
7495,Aileen Wuornos,ESFP,4,train
55682,"Aziz Zyzz"" Shavershian""",ESFP,3,train
24812,Choi Yena,ESFP,4,train
273426,Instasamka,ESFP,3,train
10627,Ronaldinho,ESFP,4,train
464,Shaquille “Shaq” O'Neal,ESFP,4,train
73743,Gabriele D'Annunzio,ESFP,4,train
195813,Camilo,ESFP,4,val
58620,Elizabeth Taylor,ESFP,3,train
28868,Luis Miguel,ESFP,4,train
27169,Aaron Paul,ESFP,4,train
19098,Barbara Palvin,ESFP,4,train
28678,Choi Sooyoung (SNSD),ESFP,4,train
192064,Faraón Love Shady,ESFP,4,train
303979,Mc Hariel,ESFP,3,train
16732,Noah Centineo,ESFP,4,train
428555,Tsuki (Billlie),ESFP,4,train
989,Vanessa Hudgens,ESFP,4,test
66595,EDP445,ESFP,4,train
14118,Whindersson Nunes,ESFP,4,train
40692,Pabllo Vittar,ESFP,4,val
143749,Kim Tae-ri,ESFP,4,train
989495,Bruna Griphao,ESFP,4,train
1058324,MC Pipokinha,ESFP,4,train
102807,Alia Bhatt,ESFP,4,train
94262,Mata,ESFP,2,train
13543,"Joey CoCo"" Diaz""",ESFP,4,train
196935,Courtney Adanna (courtreezy),ESFP,3,train
261323,Dayane Mello,ESFP,4,train
90984,Moonbin (ASTRO),ESFP,4,train
9648,Tonya Harding,ESFP,4,train
4774,Floyd Mayweather Jr.,ESFP,4,train
454820,Jiwoo (NMIXX),ESFP,4,train
23161,Ross Lynch,ESFP,4,train
9957,Evgenia Medvedeva,ESFP,4,test
72064,Park Jiwon (fromis_9),ESFP,4,train
61824,J Balvin,ESFP,4,test
36795,Lele Pons,ESFP,4,test
129,Jamie Foxx,ESFP,4,train
264390,Young Leosia,ESFP,4,train
32203,Magda Gessler,ESFP,4,train
95567,Brent Rivera,ESFP,4,test
20443,Cazuza,ESFP,3,train
53496,MC Mirella,ESFP,4,train
206667,Jack Grealish,ESFP,4,train
8480,Hugh Hefner,ESFP,4,train
45155,Michael B. Jordan,ESFP,4,val
391,Serena Williams,ESFP,4,train
50585,Brittany Murphy,ESFP,4,train
147389,Marjorie Taylor Greene,ESFP,4,train
36535,Courtney Miller (Smosh),ESFP,4,train
72397,Wang Yiren (EVERGLOW),ESFP,4,train
1009,Cameron Diaz,ESFP,4,test
40687,Xuxa Meneghel,ESFP,4,test
74088,Chlöe,ESFP,4,test
36639,Drake Bell,ESFP,4,train
9861,Guy Fieri,ESFP,3,train
237635,Mángel Caravantes (Sailorfag),ESFP,4,train
203196,Egor Kreed,ESFP,3,train
198883,Lali Espósito,ESFP,3,train
44673,Tom Ellis,ESFP,4,train
156930,Omar Rudberg,ESFP,4,train
84312,Travis Kelce,ESFP,4,train
135931,Philipp Kirkorov,ESFP,4,train
58286,Danna Paola,ESFP,4,train
8730,Russell Westbrook,ESFP,4,train
102805,Vinícius Jr,ESFP,4,train
19056,Tim Maia,ESFP,4,train
19010,Kino (PENTAGON),ESFP,4,train
35560,Luis Suárez,ESFP,4,train
26388,Park Jeongwoo (TREASURE),ESFP,3,train
45412,Son Dongpyo (MIRAE),ESFP,4,train
49,Earvin “Magic” Johnson,ESFP,4,train
72404,JAMIE (Jimin Park),ESFP,4,val
6614,Shawn Michaels,ESFP,4,train
63643,Ana Clara Lima (BBB18),ESFP,4,train
35281,Maluma,ESFP,4,train
35044,Chris Cuomo,ESFP,4,test
18313,Tyson Fury,ESFP,4,train
6477,Jamie Oliver,ESFP,4,train
76616,Choi Yoojung (Weki Meki),ESFP,4,test
95982,Daniel Lenhardt,ESFP,4,train
136917,Berat Albayrak,ESFP,4,val
2787,Richard Branson,ESFP,3,train
43379,Júlio Cocielo,ESFP,3,train
109017,Machaizelli (MacDoesIt),ESFP,4,train
34493,Rebel Wilson,ESFP,4,train
131783,Cha Woongki,ESFP,4,train
49434,"Princess Margaret, Countess of Snowdon",ESFP,3,train
33945,Luciano Pavarotti,ESFP,4,train
74163,Glória Groove,ESFP,4,train
22048,Draymond Green,ESFP,4,train
60721,Úrsula Corberó,ESFP,4,train
199348,Leia (BLACKSWAN),ESFP,4,test
34006,Kim Petras,ESFP,3,val
756351,Gemini Norawit Titicharoenrak,ESFP,4,train
25380,Seunghee (OH MY GIRL),ESFP,4,train
66072,Hiro Shimono,ESFP,4,val
19924,Bill Cosby,ESFP,4,train
11926,Anna Nicole Smith,ESFP,4,train
72647,Lee Mijoo (Lovelyz),ESFP,4,test
187823,Lee Hyori,ESFP,4,train
49424,MC Melody,ESFP,3,train
396197,Ariana Greenblatt,ESFP,4,train
111562,Lee Jae-wook,ESFP,4,train
45122,Ludmilla,ESFP,3,val
40534,John Wilkes Booth,ESFP,4,train
152883,Taki (&Team),ESFP,4,train
62139,Karol G,ESFP,4,train
90241,Cyril Hanouna,ESFP,4,test
15716,Ricky Martin,ESFP,4,train
160368,Abdulaziz Bakr (The Saudi Reporters),ESFP,4,train
444735,KERKIKERK,ESFP,3,train
37913,Gabriel Iglesias,ESFP,4,train
48646,Marisha Ray,ESFP,4,train
568123,Rodrigo de Paul,ESFP,3,train
109226,Alena Kostornaia,ESFP,4,train
352063,BLANCO (Riccardo Fabbriconi),ESFP,4,train
8842,Chris Farley,ESFP,4,train
25806,Channing Tatum,ESFP,4,train
582034,Alizade,ESFP,3,train
46411,Gretchen Miranda,ESFP,4,train
131504,Emily Skinner,ESFP,4,val
56227,Bert Kreischer,ESFP,4,val
251417,Jake Angeli,ESFP,4,train
464405,Chisa (XG),ESFP,3,train
40181,David Guetta,ESFP,4,train
52424,Sabina Hidalgo (Now United),ESFP,3,train
315985,Alfredo Adame,ESFP,4,train
38879,Paul Pogba,ESFP,4,train
65573,"Gabriel Barbosa Gabigol""""",ESFP,4,train
277744,Matthew Lillard,ESFP,4,train
822200,George Santos,ESFP,4,train
33261,Deontay Wilder,ESFP,4,test
71296,Dayoung (WJSN),ESFP,3,train
131823,Yousef Erakat (fouseyTUBE),ESFP,4,train
69942,Ranveer Singh,ESFP,3,test
194845,Madison Bailey,ESFP,4,train
214541,Ja Morant,ESFP,4,train
27853,Arturo Vidal,ESFP,3,train
325774,Elena-Kristina Lebed (Елена-Кристина Лебедь),ESFP,4,train
68898,Seunghun (CIX),ESFP,3,val
279526,Alla Pugacheva,ESFP,4,train
11216,Charles Ross (Vlog Creations),ESFP,3,train
151411,Alfred Douglas,ESFP,3,val
8714,Ric Flair,ESFP,4,train
423577,Virat Kohli,ESFP,4,val
455533,Pablo Marçal,ESFP,4,val
4683,Gordon Ramsay,ESTJ,4,train
588,Emma Watson,ESTJ,3,train
26713,"Soyeon, (G)I-DLE",ESTJ,4,train
20603,Park Jihyo (TWICE),ESTJ,4,test
7523,Recep Tayyip Erdoğan,ESTJ,4,train
6654,Michelle Obama,ESTJ,4,train
25382,Doyoung (NCT),ESTJ,3,train
2062,Judge Judy,ESTJ,4,val
529168,Minji (NewJeans),ESTJ,4,val
2063,Phil McGraw (Dr. Phil),ESTJ,4,train
20617,Kim Lip (ARTMS),ESTJ,4,train
42,Tom Brady,ESTJ,4,train
6764,Ali Khamenei,ESTJ,4,train
24977,Dino (SEVENTEEN),ESTJ,4,train
28680,Jessica Jung,ESTJ,3,train
2185,Ted Cruz,ESTJ,4,train
259410,Andrew Huberman,ESTJ,1,val
425663,Haewon (NMIXX),ESTJ,4,train
64091,Mansur Yavaş,ESTJ,4,train
419926,Kooleen,ESTJ,3,train
2488,Uma Thurman,ESTJ,4,train
5618,Chris Hansen,ESTJ,4,train
14864,Abby Lee Miller,ESTJ,3,train
32158,Piers Morgan,ESTJ,4,train
17680,Érick Jacquin,ESTJ,4,train
10131,Alec Baldwin,ESTJ,4,train
314,Harry S. Truman,ESTJ,4,train
385078,Kim Dayeon (Kep1er),ESTJ,3,train
142429,Jihoon (TREASURE),ESTJ,3,train
37550,Devin James Stone (LegalEagle),ESTJ,4,train
299371,Fernanda Concon,ESTJ,3,train
35838,Luciano Huck,ESTJ,3,train
2723,Kevin O'Leary,ESTJ,4,test
34267,Berlin Edmond (Berleezy),ESTJ,4,train
2225,Heidi Klum,ESTJ,3,val
12476,Priyanka Chopra Jonas,ESTJ,4,train
18588,Hwang Minhyun (NU'EST),ESTJ,4,train
217180,Sieun (STAYC),ESTJ,4,train
35431,Ron DeSantis,ESTJ,4,train
35058,Alex Ferguson,ESTJ,3,train
36574,Mary Elizabeth Winstead,ESTJ,4,train
136923,Lee Junho (2PM),ESTJ,3,train
22500,Jamie Lee Curtis,ESTJ,4,train
29972,Ana María Polo,ESTJ,4,train
985,Larry King,ESTJ,4,train
98731,Tiffany Pollard,ESTJ,4,train
11584,Ana Kasparian,ESTJ,3,train
152861,K (&Team),ESTJ,4,train
82759,Kaitlin Bennett,ESTJ,4,train
70758,Najwa Shihab,ESTJ,3,train
100540,Atila Iamarino (Nerdologia),ESTJ,4,train
