id,mbti,input_path,face_path,conf,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2527,ENTP,ENTP/21657_3b9e69a387.jpg,train/ENTP/21657_3b9e69a387_face.jpg,0.9081164598464966,73,86,299,380
2528,ENTP,ENTP/21657_438c65bce3.jpg,train/ENTP/21657_438c65bce3_face.jpg,0.8946923613548279,81,136,309,449
2529,ENTP,ENTP/21657_4dca81211e.jpg,train/ENTP/21657_4dca81211e_face.jpg,0.8915795683860779,35,57,139,199
2530,ENTP,ENTP/21657_5bf3d93ced.jpg,train/ENTP/21657_5bf3d93ced_face.jpg,0.9171221256256104,82,111,305,425
2531,ENTP,ENTP/22592_1f46295035.jpg,train/ENTP/22592_1f46295035_face.jpg,0.8895611763000488,515,154,857,498
2532,ENTP,ENTP/22592_840b94fb4b.jpg,train/ENTP/22592_840b94fb4b_face.jpg,0.8911356925964355,180,161,507,564
2533,ENTP,ENTP/22592_ba2fc2d04a.jpg,train/ENTP/22592_ba2fc2d04a_face.jpg,0.8839554190635681,57,27,147,146
2534,ENTP,ENTP/2292_0276558d90.jpg,train/ENTP/2292_0276558d90_face.jpg,0.9435561895370483,51,20,153,161
2535,ENTP,ENTP/2292_9666549d0f.jpg,train/ENTP/2292_9666549d0f_face.jpg,0.9154548048973083,237,117,564,553
2536,ENTP,ENTP/2292_a44208c62c.jpg,train/ENTP/2292_a44208c62c_face.jpg,0.8897607922554016,202,134,299,271
2537,ENTP,ENTP/2292_e52f56282a.jpg,train/ENTP/2292_e52f56282a_face.jpg,0.8645557165145874,86,60,126,114
2538,ENTP,ENTP/2310_1c6ca87e48.jpg,train/ENTP/2310_1c6ca87e48_face.jpg,0.8731573820114136,105,87,270,327
2539,ENTP,ENTP/2310_393930e942.jpg,train/ENTP/2310_393930e942_face.jpg,0.9337555766105652,512,372,1343,1584
2540,ENTP,ENTP/2310_c2bd184da0.jpg,train/ENTP/2310_c2bd184da0_face.jpg,0.9029591679573059,75,110,286,428
2541,ENTP,ENTP/2310_e3b9bc209f.jpg,train/ENTP/2310_e3b9bc209f_face.jpg,0.8967101573944092,32,49,124,184
2542,ENTP,ENTP/23123_12728b9c58.jpg,train/ENTP/23123_12728b9c58_face.jpg,0.9008759260177612,418,102,800,599
2543,ENTP,ENTP/23123_2f8cf94701.jpg,train/ENTP/23123_2f8cf94701_face.jpg,0.8881804943084717,302,69,508,365
2544,ENTP,ENTP/23123_4c1859ed7c.jpg,train/ENTP/23123_4c1859ed7c_face.jpg,0.8572260737419128,104,12,144,67
2545,ENTP,ENTP/23123_b3667bab97.jpg,train/ENTP/23123_b3667bab97_face.jpg,0.8881314992904663,86,19,145,104
2546,ENTP,ENTP/23350_353eacba27.jpg,train/ENTP/23350_353eacba27_face.jpg,0.911186695098877,94,33,179,163
2547,ENTP,ENTP/23350_63867cf3ec.jpg,train/ENTP/23350_63867cf3ec_face.jpg,0.8930688500404358,200,151,495,560
2548,ENTP,ENTP/23350_917c1a9332.jpg,train/ENTP/23350_917c1a9332_face.jpg,0.916551947593689,74,31,155,156
2549,ENTP,ENTP/23350_dfa6f6f57c.jpg,train/ENTP/23350_dfa6f6f57c_face.jpg,0.9153034687042236,118,49,248,250
2550,ENTP,ENTP/24921_bc5db03a47.jpg,train/ENTP/24921_bc5db03a47_face.jpg,0.9063574075698853,254,143,518,487
2551,ENTP,ENTP/24921_ce4f4b173d.jpg,train/ENTP/24921_ce4f4b173d_face.jpg,0.864093005657196,259,128,382,289
2552,ENTP,ENTP/24921_d8553699a8.jpg,train/ENTP/24921_d8553699a8_face.jpg,0.8698601722717285,48,43,116,140
2553,ENTP,ENTP/24921_ffbf8b8b18.jpg,train/ENTP/24921_ffbf8b8b18_face.jpg,0.8978976607322693,63,39,129,120
2554,ENTP,ENTP/24927_0d00e11662.jpg,train/ENTP/24927_0d00e11662_face.jpg,0.8957799077033997,71,54,154,167
2555,ENTP,ENTP/24927_63f00dcec7.jpg,train/ENTP/24927_63f00dcec7_face.jpg,0.8889192342758179,555,137,830,459
2556,ENTP,ENTP/24927_8788b4468f.jpg,train/ENTP/24927_8788b4468f_face.jpg,0.8951788544654846,62,40,135,130
2557,ENTP,ENTP/24954_0ccd987cdf.jpg,train/ENTP/24954_0ccd987cdf_face.jpg,0.8870100378990173,101,149,457,642
2558,ENTP,ENTP/24954_6f9f9b2aaf.jpg,train/ENTP/24954_6f9f9b2aaf_face.jpg,0.8855937719345093,2753,2397,5275,5553
2559,ENTP,ENTP/24954_af4f97dd84.jpg,train/ENTP/24954_af4f97dd84_face.jpg,0.8763759136199951,30,45,136,191
2560,ENTP,ENTP/24954_f3c31629b2.jpg,train/ENTP/24954_f3c31629b2_face.jpg,0.9035274386405945,640,426,1696,1722
2561,ENTP,ENTP/25107_2df8d131e5.jpg,train/ENTP/25107_2df8d131e5_face.jpg,0.8994162678718567,78,51,154,159
2562,ENTP,ENTP/25107_8f32a4d331.jpg,train/ENTP/25107_8f32a4d331_face.jpg,0.8927687406539917,60,51,160,195
2563,ENTP,ENTP/25107_e69facdd8e.jpg,train/ENTP/25107_e69facdd8e_face.jpg,0.9103286862373352,548,481,1516,1876
2564,ENTP,ENTP/25107_e963099852.jpg,train/ENTP/25107_e963099852_face.jpg,0.8766599297523499,50,53,150,199
2565,ENTP,ENTP/25838_8d32a43f8b.jpg,train/ENTP/25838_8d32a43f8b_face.jpg,0.9090268611907959,375,61,610,429
2566,ENTP,ENTP/25838_9ddaea98a2.jpg,train/ENTP/25838_9ddaea98a2_face.jpg,0.9023926854133606,113,20,183,128
2567,ENTP,ENTP/25838_d0b8c01663.jpg,train/ENTP/25838_d0b8c01663_face.jpg,0.9075021743774414,844,83,1985,1913
2568,ENTP,ENTP/25838_f5e48fb97e.jpg,train/ENTP/25838_f5e48fb97e_face.jpg,0.8936117887496948,195,103,501,594
2569,ENTP,ENTP/25899_096e0e0520.jpg,train/ENTP/25899_096e0e0520_face.jpg,0.8964732885360718,289,289,994,1271
2570,ENTP,ENTP/25899_61713d89c3.jpg,train/ENTP/25899_61713d89c3_face.jpg,0.8935154676437378,53,55,131,159
2571,ENTP,ENTP/25899_d8a5240878.jpg,train/ENTP/25899_d8a5240878_face.jpg,0.9012037515640259,119,117,292,360
2572,ENTP,ENTP/25899_dcd40d7efb.jpg,train/ENTP/25899_dcd40d7efb_face.jpg,0.8845870494842529,122,114,305,300
2573,ENTP,ENTP/26412_3c5148b3c9.jpg,train/ENTP/26412_3c5148b3c9_face.jpg,0.8910086154937744,101,35,157,122
2574,ENTP,ENTP/26412_7fabb3c220.jpg,train/ENTP/26412_7fabb3c220_face.jpg,0.9030787348747253,230,82,359,284
2575,ENTP,ENTP/26412_98db4e97b4.jpg,train/ENTP/26412_98db4e97b4_face.jpg,0.9005956649780273,56,59,237,325
2576,ENTP,ENTP/26412_f1fbe0005e.jpg,train/ENTP/26412_f1fbe0005e_face.jpg,0.9034294486045837,462,67,734,456
2577,ENTP,ENTP/267224_5d8ebb5743.jpg,train/ENTP/267224_5d8ebb5743_face.jpg,0.9167722463607788,262,223,665,771
2578,ENTP,ENTP/267224_76d88ad2d7.jpg,train/ENTP/267224_76d88ad2d7_face.jpg,0.9061649441719055,979,469,1729,1446
2579,ENTP,ENTP/267224_9c67dfb2bc.jpg,train/ENTP/267224_9c67dfb2bc_face.jpg,0.9200639128684998,231,259,806,1031
2580,ENTP,ENTP/267224_bfc50fc16c.jpg,train/ENTP/267224_bfc50fc16c_face.jpg,0.9073745608329773,41,41,145,185
2581,ENTP,ENTP/2705_53314449aa.jpg,train/ENTP/2705_53314449aa_face.jpg,0.9047619700431824,256,68,362,238
2582,ENTP,ENTP/2705_6e821ffc4c.jpg,train/ENTP/2705_6e821ffc4c_face.jpg,0.914392352104187,603,128,864,540
2583,ENTP,ENTP/2705_aa1bd80b5e.jpg,train/ENTP/2705_aa1bd80b5e_face.jpg,0.912263810634613,120,64,276,305
2584,ENTP,ENTP/2705_cdc2030870.jpg,train/ENTP/2705_cdc2030870_face.jpg,0.9090045690536499,49,27,113,126
2585,ENTP,ENTP/2706_5ac14e5239.jpg,train/ENTP/2706_5ac14e5239_face.jpg,0.8387112617492676,159,26,203,99
2586,ENTP,ENTP/2706_706afffa4c.jpg,train/ENTP/2706_706afffa4c_face.jpg,0.913507342338562,187,238,689,892
2587,ENTP,ENTP/2706_98c5c8fcd6.jpg,train/ENTP/2706_98c5c8fcd6_face.jpg,0.9042945504188538,298,192,706,769
2588,ENTP,ENTP/2706_b19cf16ef0.jpg,train/ENTP/2706_b19cf16ef0_face.jpg,0.8677894473075867,233,41,323,160
2589,ENTP,ENTP/2710_5abb980267.jpg,train/ENTP/2710_5abb980267_face.jpg,0.8928942084312439,163,63,278,218
2590,ENTP,ENTP/2710_7d16836209.jpg,train/ENTP/2710_7d16836209_face.jpg,0.9174028635025024,130,80,326,353
2591,ENTP,ENTP/2710_c3e78ae46b.jpg,train/ENTP/2710_c3e78ae46b_face.jpg,0.917389452457428,53,32,133,144
2592,ENTP,ENTP/2710_ede7aa54b6.jpg,train/ENTP/2710_ede7aa54b6_face.jpg,0.8985078930854797,368,254,954,1088
2593,ENTP,ENTP/27522_67c61904c8.jpg,test/ENTP/27522_67c61904c8_face.jpg,0.892784833908081,155,192,253,327
2594,ENTP,ENTP/27522_a5bbc92b84.jpg,test/ENTP/27522_a5bbc92b84_face.jpg,0.8919796347618103,127,21,183,107
2595,ENTP,ENTP/27522_ae75d3b25c.jpg,test/ENTP/27522_ae75d3b25c_face.jpg,0.8934189677238464,392,72,568,327
2596,ENTP,ENTP/27522_aedf407778.jpg,test/ENTP/27522_aedf407778_face.jpg,0.8953016996383667,206,43,413,339
2597,ENTP,ENTP/27557_116272ea92.jpg,train/ENTP/27557_116272ea92_face.jpg,0.9071933031082153,317,259,770,875
2598,ENTP,ENTP/27557_528d92cf41.jpg,train/ENTP/27557_528d92cf41_face.jpg,0.8771579265594482,68,63,160,186
2599,ENTP,ENTP/27557_73ce9f8924.jpg,train/ENTP/27557_73ce9f8924_face.jpg,0.8811260461807251,136,121,495,541
2600,ENTP,ENTP/27557_921fbe5b7d.jpg,train/ENTP/27557_921fbe5b7d_face.jpg,0.8973948955535889,330,82,466,271
2601,ENTP,ENTP/27743_08deff45d6.jpg,train/ENTP/27743_08deff45d6_face.jpg,0.8637563586235046,448,125,657,427
2602,ENTP,ENTP/27743_7fac7ba972.jpg,train/ENTP/27743_7fac7ba972_face.jpg,0.8676058053970337,57,45,128,144
2603,ENTP,ENTP/27743_ac2ff92629.jpg,train/ENTP/27743_ac2ff92629_face.jpg,0.8839174509048462,125,85,287,322
2604,ENTP,ENTP/2806_82524c57fc.jpg,train/ENTP/2806_82524c57fc_face.jpg,0.8781046867370605,128,16,194,111
2605,ENTP,ENTP/2806_a7711ede3e.jpg,train/ENTP/2806_a7711ede3e_face.jpg,0.9202607274055481,64,45,216,260
2606,ENTP,ENTP/2806_ae702004c8.jpg,train/ENTP/2806_ae702004c8_face.jpg,0.9072198867797852,118,48,456,486
2607,ENTP,ENTP/2806_b3247db2eb.jpg,train/ENTP/2806_b3247db2eb_face.jpg,0.8931562900543213,504,59,778,456
2608,ENTP,ENTP/282652_483ab32ade.jpg,val/ENTP/282652_483ab32ade_face.jpg,0.899421751499176,88,104,258,332
2609,ENTP,ENTP/282652_91686b65e5.jpg,val/ENTP/282652_91686b65e5_face.jpg,0.9133206605911255,86,38,158,130
2610,ENTP,ENTP/282652_d7b263e70b.jpg,val/ENTP/282652_d7b263e70b_face.jpg,0.9190954566001892,382,173,705,591
2611,ENTP,ENTP/282652_d9fb072d53.jpg,val/ENTP/282652_d9fb072d53_face.jpg,0.8958161473274231,52,41,126,143
2612,ENTP,ENTP/28428_5acbd83108.jpg,train/ENTP/28428_5acbd83108_face.jpg,0.9115128517150879,272,442,1718,2333
2613,ENTP,ENTP/28428_7053c3eaab.jpg,train/ENTP/28428_7053c3eaab_face.jpg,0.9087592959403992,252,220,678,725
2614,ENTP,ENTP/28428_979e415385.jpg,train/ENTP/28428_979e415385_face.jpg,0.8891903162002563,2072,610,2927,1780
2615,ENTP,ENTP/28428_e77db979d9.jpg,train/ENTP/28428_e77db979d9_face.jpg,0.9048058390617371,50,45,135,145
2616,ENTP,ENTP/2861_0622b5763d.jpg,val/ENTP/2861_0622b5763d_face.jpg,0.9008967280387878,147,61,257,223
2617,ENTP,ENTP/2861_4ede4c3f19.jpg,val/ENTP/2861_4ede4c3f19_face.jpg,0.8776503205299377,255,64,346,202
2618,ENTP,ENTP/2861_595a2c9b16.jpg,val/ENTP/2861_595a2c9b16_face.jpg,0.9011932015419006,41,75,129,198
2619,ENTP,ENTP/2861_ca33fe806f.jpg,val/ENTP/2861_ca33fe806f_face.jpg,0.912733256816864,90,169,286,444
2620,ENTP,ENTP/29416_18464240a7.jpg,train/ENTP/29416_18464240a7_face.jpg,0.8987885117530823,44,0,189,160
2621,ENTP,ENTP/29416_2bb3541b65.jpg,train/ENTP/29416_2bb3541b65_face.jpg,0.9022020697593689,47,20,109,98
2622,ENTP,ENTP/29416_7adba16b49.jpg,train/ENTP/29416_7adba16b49_face.jpg,0.9231863021850586,114,34,286,250
2623,ENTP,ENTP/29416_f4f9698261.jpg,train/ENTP/29416_f4f9698261_face.jpg,0.8972429633140564,58,0,253,214
2624,ENTP,ENTP/2962_0307fad458.jpg,test/ENTP/2962_0307fad458_face.jpg,0.8509719967842102,906,89,1157,303
2625,ENTP,ENTP/2962_209a6e5935.jpg,test/ENTP/2962_209a6e5935_face.jpg,0.90216064453125,406,153,693,571
2626,ENTP,ENTP/2962_55d165704a.jpg,test/ENTP/2962_55d165704a_face.jpg,0.8919868469238281,55,35,104,107
2627,ENTP,ENTP/2962_b85caa6c68.jpg,test/ENTP/2962_b85caa6c68_face.jpg,0.8964312076568604,244,152,461,471
2628,ENTP,ENTP/30061_316f4a6c83.jpg,train/ENTP/30061_316f4a6c83_face.jpg,0.8897112011909485,630,168,1077,778
2629,ENTP,ENTP/30061_5f32b9c096.jpg,train/ENTP/30061_5f32b9c096_face.jpg,0.9075399041175842,30,69,192,281
2630,ENTP,ENTP/30061_aa35c056c5.jpg,train/ENTP/30061_aa35c056c5_face.jpg,0.9110748767852783,168,54,287,234
2631,ENTP,ENTP/30061_e6d0cf483d.jpg,train/ENTP/30061_e6d0cf483d_face.jpg,0.9053559303283691,96,31,165,132
2632,ENTP,ENTP/3014_163786da43.jpg,test/ENTP/3014_163786da43_face.jpg,0.8385114669799805,106,27,199,168
2633,ENTP,ENTP/3014_b6233cbbd6.jpg,test/ENTP/3014_b6233cbbd6_face.jpg,0.9062378406524658,235,53,437,380
2634,ENTP,ENTP/3014_e5c105fece.jpg,test/ENTP/3014_e5c105fece_face.jpg,0.9030733704566956,136,82,284,298
2635,ENTP,ENTP/3014_ebd110f739.jpg,test/ENTP/3014_ebd110f739_face.jpg,0.8875731229782104,615,219,926,689
2636,ENTP,ENTP/30285_09967a6c27.jpg,train/ENTP/30285_09967a6c27_face.jpg,0.899359941482544,87,43,145,133
2637,ENTP,ENTP/30285_2c3f090363.jpg,train/ENTP/30285_2c3f090363_face.jpg,0.9209400415420532,111,72,300,360
2638,ENTP,ENTP/30285_f9cbe0811d.jpg,train/ENTP/30285_f9cbe0811d_face.jpg,0.9125780463218689,176,165,509,639
2639,ENTP,ENTP/30319_18500c07f8.jpg,train/ENTP/30319_18500c07f8_face.jpg,0.9280672669410706,67,114,223,315
2640,ENTP,ENTP/30319_28cbf041e9.jpg,train/ENTP/30319_28cbf041e9_face.jpg,0.8969138264656067,204,85,376,309
2641,ENTP,ENTP/30319_9db637e215.jpg,train/ENTP/30319_9db637e215_face.jpg,0.8936857581138611,27,40,119,145
2642,ENTP,ENTP/30319_f2ab33c876.jpg,train/ENTP/30319_f2ab33c876_face.jpg,0.894514262676239,62,85,274,333
2643,ENTP,ENTP/30514_3877286507.jpg,val/ENTP/30514_3877286507_face.jpg,0.9014369249343872,58,37,136,148
2644,ENTP,ENTP/30514_82802c28b9.jpg,val/ENTP/30514_82802c28b9_face.jpg,0.9006120562553406,132,88,300,315
2645,ENTP,ENTP/30514_d91b29f92d.jpg,val/ENTP/30514_d91b29f92d_face.jpg,0.8851421475410461,69,77,224,292
2646,ENTP,ENTP/30514_f31c332612.jpg,val/ENTP/30514_f31c332612_face.jpg,0.899821937084198,130,82,310,336
2647,ENTP,ENTP/3067_126a353746.jpg,val/ENTP/3067_126a353746_face.jpg,0.8968106508255005,247,195,444,480
2648,ENTP,ENTP/3067_9ca91a2cfb.jpg,val/ENTP/3067_9ca91a2cfb_face.jpg,0.8909323215484619,873,1250,2036,2922
2649,ENTP,ENTP/3067_d2dd572776.jpg,val/ENTP/3067_d2dd572776_face.jpg,0.9115248322486877,1875,550,3076,2212
2650,ENTP,ENTP/3067_d99fed1356.jpg,val/ENTP/3067_d99fed1356_face.jpg,0.8940749168395996,127,37,206,147
2651,ENTP,ENTP/30946_272ae620e9.jpg,train/ENTP/30946_272ae620e9_face.jpg,0.8784677386283875,332,151,640,555
2652,ENTP,ENTP/30946_60f7f7c1dd.jpg,train/ENTP/30946_60f7f7c1dd_face.jpg,0.8851597905158997,57,49,146,169
2653,ENTP,ENTP/30946_a557ebd7c7.jpg,train/ENTP/30946_a557ebd7c7_face.jpg,0.9005951285362244,912,777,2400,2778
2654,ENTP,ENTP/30946_fa765a1b4a.jpg,train/ENTP/30946_fa765a1b4a_face.jpg,0.8916212320327759,643,180,1268,1077
2655,ENTP,ENTP/3096_22f5eeebfb.jpg,train/ENTP/3096_22f5eeebfb_face.jpg,0.8665550351142883,461,126,831,639
2656,ENTP,ENTP/3096_8583a10b6e.jpg,train/ENTP/3096_8583a10b6e_face.jpg,0.8994402885437012,82,22,152,112
2657,ENTP,ENTP/3096_aadfdfb027.jpg,train/ENTP/3096_aadfdfb027_face.jpg,0.9074987173080444,124,148,410,525
2658,ENTP,ENTP/3096_ad35aa6e27.jpg,train/ENTP/3096_ad35aa6e27_face.jpg,0.9032719731330872,397,110,748,548
2659,ENTP,ENTP/3097_1a9175c155.jpg,train/ENTP/3097_1a9175c155_face.jpg,0.9117389917373657,743,222,1113,737
2660,ENTP,ENTP/3097_1d52b0d64c.jpg,train/ENTP/3097_1d52b0d64c_face.jpg,0.8984853625297546,79,27,128,94
2661,ENTP,ENTP/3097_8b7760666c.jpg,train/ENTP/3097_8b7760666c_face.jpg,0.9125959873199463,147,78,315,318
2662,ENTP,ENTP/3097_d311b19ebc.jpg,train/ENTP/3097_d311b19ebc_face.jpg,0.9146931767463684,428,145,690,513
2663,ENTP,ENTP/314518_05001b9d3d.jpg,train/ENTP/314518_05001b9d3d_face.jpg,0.8794248104095459,74,54,155,163
2664,ENTP,ENTP/314518_a89719054f.jpg,train/ENTP/314518_a89719054f_face.jpg,0.9054834842681885,83,34,141,108
2665,ENTP,ENTP/314518_d1463a846e.jpg,train/ENTP/314518_d1463a846e_face.jpg,0.8623598217964172,229,89,346,241
2666,ENTP,ENTP/3149_871ccca09b.jpg,val/ENTP/3149_871ccca09b_face.jpg,0.8835075497627258,85,92,347,434
2667,ENTP,ENTP/3149_aaf6c83a09.jpg,val/ENTP/3149_aaf6c83a09_face.jpg,0.9079886078834534,393,139,808,728
2668,ENTP,ENTP/3149_c1f1871bf9.jpg,val/ENTP/3149_c1f1871bf9_face.jpg,0.905549943447113,87,67,232,284
2669,ENTP,ENTP/3149_d9030b90dd.jpg,val/ENTP/3149_d9030b90dd_face.jpg,0.8844622373580933,34,40,146,176
2670,ENTP,ENTP/3163_4f0a66ec26.jpg,test/ENTP/3163_4f0a66ec26_face.jpg,0.9032102823257446,185,45,292,209
2671,ENTP,ENTP/3163_790d6496c0.jpg,test/ENTP/3163_790d6496c0_face.jpg,0.8689690232276917,78,44,158,164
2672,ENTP,ENTP/3163_fb92534d7a.jpg,test/ENTP/3163_fb92534d7a_face.jpg,0.9270845055580139,258,5,708,472
2673,ENTP,ENTP/31953_60e3fbb346.jpg,test/ENTP/31953_60e3fbb346_face.jpg,0.8878539800643921,69,31,125,100
2674,ENTP,ENTP/31953_e2ad60abad.jpg,test/ENTP/31953_e2ad60abad_face.jpg,0.8906111717224121,88,57,150,142
2675,ENTP,ENTP/31953_ffe96f52ba.jpg,test/ENTP/31953_ffe96f52ba_face.jpg,0.880746066570282,79,27,146,118
2676,ENTP,ENTP/32104_4f24672fd8.jpg,train/ENTP/32104_4f24672fd8_face.jpg,0.9091931581497192,628,655,1464,1827
2677,ENTP,ENTP/32104_58729aff29.jpg,train/ENTP/32104_58729aff29_face.jpg,0.8626132607460022,72,35,114,93
2678,ENTP,ENTP/32104_7324a84317.jpg,train/ENTP/32104_7324a84317_face.jpg,0.9074399471282959,175,161,666,854
2679,ENTP,ENTP/32104_98f8712d99.jpg,train/ENTP/32104_98f8712d99_face.jpg,0.8820827007293701,2140,989,3374,2787
2680,ENTP,ENTP/32508_553479c845.jpg,train/ENTP/32508_553479c845_face.jpg,0.824110209941864,83,55,164,157
2681,ENTP,ENTP/32508_9006fa3aa0.jpg,train/ENTP/32508_9006fa3aa0_face.jpg,0.8707020878791809,74,58,126,138
2682,ENTP,ENTP/32508_d95ea1edce.jpg,train/ENTP/32508_d95ea1edce_face.jpg,0.8654502034187317,185,132,366,349
2683,ENTP,ENTP/32508_ef98215c1d.jpg,train/ENTP/32508_ef98215c1d_face.jpg,0.9077581763267517,652,67,1103,733
2684,ENTP,ENTP/326125_08f5d81a3b.jpg,train/ENTP/326125_08f5d81a3b_face.jpg,0.8715792894363403,75,64,128,133
2685,ENTP,ENTP/326125_44929d9711.jpg,train/ENTP/326125_44929d9711_face.jpg,0.9154314994812012,86,23,157,127
2686,ENTP,ENTP/326125_74097585fe.jpg,train/ENTP/326125_74097585fe_face.jpg,0.9182381629943848,267,68,485,398
2687,ENTP,ENTP/326125_99774245fd.jpg,train/ENTP/326125_99774245fd_face.jpg,0.8931005597114563,29,96,108,198
2688,ENTP,ENTP/33254_188b956130.jpg,train/ENTP/33254_188b956130_face.jpg,0.8917539119720459,62,51,228,288
2689,ENTP,ENTP/33254_4609ee1e9a.jpg,train/ENTP/33254_4609ee1e9a_face.jpg,0.8936467170715332,38,31,139,175
2690,ENTP,ENTP/33254_a217bfeaee.jpg,train/ENTP/33254_a217bfeaee_face.jpg,0.8453003764152527,99,25,199,139
2691,ENTP,ENTP/33254_dca21eec82.jpg,train/ENTP/33254_dca21eec82_face.jpg,0.8812829256057739,258,222,611,740
2692,ENTP,ENTP/33303_5dd9f56b45.jpg,train/ENTP/33303_5dd9f56b45_face.jpg,0.9053794145584106,217,121,438,437
2693,ENTP,ENTP/33303_61491d8e49.jpg,train/ENTP/33303_61491d8e49_face.jpg,0.8982793092727661,19,51,105,174
2694,ENTP,ENTP/33303_6612844455.jpg,train/ENTP/33303_6612844455_face.jpg,0.9030029773712158,43,122,252,419
2695,ENTP,ENTP/33303_904d539639.jpg,train/ENTP/33303_904d539639_face.jpg,0.9114118218421936,181,161,360,420
2696,ENTP,ENTP/334876_03f46cc3e7.jpg,train/ENTP/334876_03f46cc3e7_face.jpg,0.8975114822387695,272,112,548,478
2697,ENTP,ENTP/334876_32a23dd255.jpg,train/ENTP/334876_32a23dd255_face.jpg,0.8846390247344971,439,144,586,332
2698,ENTP,ENTP/334876_c31e3f40b9.jpg,train/ENTP/334876_c31e3f40b9_face.jpg,0.9003545641899109,694,205,958,570
2699,ENTP,ENTP/334876_f27d35f46a.jpg,train/ENTP/334876_f27d35f46a_face.jpg,0.869644820690155,117,38,157,89
2700,ENTP,ENTP/3383_2ab9da55a4.jpg,train/ENTP/3383_2ab9da55a4_face.jpg,0.8943214416503906,129,85,263,272
2701,ENTP,ENTP/3383_7566874ac7.jpg,train/ENTP/3383_7566874ac7_face.jpg,0.8809322118759155,22,13,171,211
2702,ENTP,ENTP/3383_9e589cb239.jpg,train/ENTP/3383_9e589cb239_face.jpg,0.9138566255569458,198,207,844,1098
2703,ENTP,ENTP/3383_c703628f2f.jpg,train/ENTP/3383_c703628f2f_face.jpg,0.8877315521240234,36,25,287,341
2704,ENTP,ENTP/33992_27dee1babc.jpg,train/ENTP/33992_27dee1babc_face.jpg,0.853787899017334,51,39,131,138
2705,ENTP,ENTP/33992_3285f272b0.jpg,train/ENTP/33992_3285f272b0_face.jpg,0.8975194692611694,341,170,669,580
2706,ENTP,ENTP/33992_8eb28b4fe9.jpg,train/ENTP/33992_8eb28b4fe9_face.jpg,0.886439859867096,344,243,879,944
2707,ENTP,ENTP/33992_df74820b90.jpg,train/ENTP/33992_df74820b90_face.jpg,0.9109856486320496,301,127,583,523
2708,ENTP,ENTP/34145_02d4ab5a98.jpg,train/ENTP/34145_02d4ab5a98_face.jpg,0.8803672790527344,74,55,163,168
2709,ENTP,ENTP/34145_31f5109b2d.jpg,train/ENTP/34145_31f5109b2d_face.jpg,0.8907163739204407,64,50,151,171
2710,ENTP,ENTP/34145_4d519041c9.jpg,train/ENTP/34145_4d519041c9_face.jpg,0.9046071767807007,67,47,147,154
2711,ENTP,ENTP/34166_7e28ccb891.jpg,train/ENTP/34166_7e28ccb891_face.jpg,0.869259238243103,44,34,141,166
2712,ENTP,ENTP/34166_b4e393c222.jpg,train/ENTP/34166_b4e393c222_face.jpg,0.8936765789985657,103,77,332,397
2713,ENTP,ENTP/34166_cd0587a135.jpg,train/ENTP/34166_cd0587a135_face.jpg,0.8903127908706665,211,51,331,203
2714,ENTP,ENTP/34166_dcef08666a.jpg,train/ENTP/34166_dcef08666a_face.jpg,0.85821533203125,123,160,360,489
2715,ENTP,ENTP/34319_7daa67ad17.jpg,train/ENTP/34319_7daa67ad17_face.jpg,0.8744534850120544,881,302,1749,1600
2716,ENTP,ENTP/34319_a9962405fd.jpg,train/ENTP/34319_a9962405fd_face.jpg,0.8782204389572144,65,25,127,117
2717,ENTP,ENTP/34319_b33d58e591.jpg,train/ENTP/34319_b33d58e591_face.jpg,0.8365121483802795,683,313,899,588
2718,ENTP,ENTP/34969_0a49434524.jpg,train/ENTP/34969_0a49434524_face.jpg,0.9051458835601807,142,91,303,329
2719,ENTP,ENTP/34969_1fcc5f4f2d.jpg,train/ENTP/34969_1fcc5f4f2d_face.jpg,0.901861310005188,58,37,124,135
2720,ENTP,ENTP/34969_db1d7d337a.jpg,train/ENTP/34969_db1d7d337a_face.jpg,0.924048662185669,71,108,341,499
2721,ENTP,ENTP/34969_f57decd75f.jpg,train/ENTP/34969_f57decd75f_face.jpg,0.9010204076766968,142,100,383,473
2722,ENTP,ENTP/3496_7c5f782988.jpg,train/ENTP/3496_7c5f782988_face.jpg,0.8925739526748657,342,658,1234,1816
2723,ENTP,ENTP/3496_cbcc0de5a4.jpg,train/ENTP/3496_cbcc0de5a4_face.jpg,0.8854712247848511,72,28,113,84
2724,ENTP,ENTP/3496_f3ae5dd48a.jpg,train/ENTP/3496_f3ae5dd48a_face.jpg,0.8947604894638062,446,175,703,523
2725,ENTP,ENTP/35049_596fa159f7.jpg,train/ENTP/35049_596fa159f7_face.jpg,0.8653707504272461,308,266,438,455
2726,ENTP,ENTP/35049_5f7f0eb161.jpg,train/ENTP/35049_5f7f0eb161_face.jpg,0.8964411616325378,421,224,592,435
2727,ENTP,ENTP/35049_95b0b6ebe3.jpg,train/ENTP/35049_95b0b6ebe3_face.jpg,0.8984383344650269,219,156,377,352
2728,ENTP,ENTP/35049_c3bd6a8c1f.jpg,train/ENTP/35049_c3bd6a8c1f_face.jpg,0.8722477555274963,92,49,130,95
2729,ENTP,ENTP/36199_0685dcb5ce.jpg,train/ENTP/36199_0685dcb5ce_face.jpg,0.8855863809585571,335,105,606,462
